,TIME,SMALLPARTICLES,LARGEPARTICLES,segment_idx,direction,LINE,ROUTE,START_STATION,END_STATION,length,GRADE,load
50,2019-11-13 23:14:00,430,16,19,-1,Green,B,Chiswick Road,Sutherland Road,409.0881975218115,2,baseline
68,2019-11-13 23:35:00,377,21,19,1,Green,B,Chiswick Road,Sutherland Road,409.0881975218115,2,baseline
33,2019-12-09 07:35:00,361,12,19,-1,Green,B,Chiswick Road,Sutherland Road,409.0881975218115,2,rush_hour
33,2019-12-09 07:35:00,361,12,19,-1,Green,B,Chiswick Road,Sutherland Road,409.0881975218115,2,rush_hour
49,2019-12-09 07:53:00,374,15,19,1,Green,B,Chiswick Road,Sutherland Road,409.0881975218115,2,rush_hour
49,2019-12-09 07:53:00,374,15,19,1,Green,B,Chiswick Road,Sutherland Road,409.0881975218115,2,rush_hour
60,2019-11-12 23:12:00,212,7,20,1,Green,B,Griggs Street,Harvard Avenue,328.35000711211893,2,baseline
42,2019-11-13 23:06:00,263,7,20,-1,Green,B,Griggs Street,Harvard Avenue,328.35000711211893,2,baseline
43,2019-11-13 23:07:00,362,14,20,-1,Green,B,Griggs Street,Harvard Avenue,328.35000711211893,2,baseline
74,2019-11-13 23:41:00,356,22,20,1,Green,B,Griggs Street,Harvard Avenue,328.35000711211893,2,baseline
26,2019-12-09 07:28:00,401,11,20,-1,Green,B,Griggs Street,Harvard Avenue,328.35000711211893,2,rush_hour
26,2019-12-09 07:28:00,401,11,20,-1,Green,B,Griggs Street,Harvard Avenue,328.35000711211893,2,rush_hour
36,2019-11-13 23:00:00,250,19,12,-1,Green,B,Babcock Street,Pleasant Street,221.60463773966765,2,baseline
80,2019-11-13 23:47:00,466,29,12,1,Green,B,Babcock Street,Pleasant Street,221.60463773966765,2,baseline
20,2019-12-09 07:22:00,676,28,12,-1,Green,B,Babcock Street,Pleasant Street,221.60463773966765,2,rush_hour
21,2019-12-09 07:23:00,572,18,12,-1,Green,B,Babcock Street,Pleasant Street,221.60463773966765,2,rush_hour
20,2019-12-09 07:22:00,676,28,12,-1,Green,B,Babcock Street,Pleasant Street,221.60463773966765,2,rush_hour
21,2019-12-09 07:23:00,572,18,12,-1,Green,B,Babcock Street,Pleasant Street,221.60463773966765,2,rush_hour
73,2019-11-13 23:40:00,340,21,11,1,Green,B,Allston Street,Griggs Street,292.86012001028405,2,baseline
27,2019-12-09 07:29:00,390,11,11,-1,Green,B,Allston Street,Griggs Street,292.86012001028405,2,rush_hour
27,2019-12-09 07:29:00,390,11,11,-1,Green,B,Allston Street,Griggs Street,292.86012001028405,2,rush_hour
57,2019-12-09 08:01:00,334,9,11,1,Green,B,Allston Street,Griggs Street,292.86012001028405,2,rush_hour
57,2019-12-09 08:01:00,334,9,11,1,Green,B,Allston Street,Griggs Street,292.86012001028405,2,rush_hour
1,2019-11-19 21:58:00,6714,175,103,-1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,
2,2019-11-19 21:59:00,7027,168,103,-1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,
98,2019-11-19 23:36:00,7389,101,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,baseline
99,2019-11-19 23:37:00,7201,92,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,baseline
100,2019-11-19 23:38:00,7432,87,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,baseline
101,2019-11-19 23:39:00,7977,105,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,baseline
2,2019-11-20 21:45:00,5089,155,103,-1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,
3,2019-11-20 21:46:00,4465,116,103,-1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,
101,2019-11-20 23:24:00,6890,185,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,baseline
102,2019-11-20 23:25:00,6877,189,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,baseline
103,2019-11-20 23:26:00,7522,200,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,baseline
85,2019-12-04 23:51:00,8530,419,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,baseline
86,2019-12-04 23:52:00,9271,509,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,baseline
87,2019-12-04 23:53:00,10125,583,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,baseline
102,2019-12-16 07:32:00,8732,487,103,-1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,rush_hour
103,2019-12-16 07:33:00,8290,411,103,-1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,rush_hour
196,2019-12-16 09:07:00,11884,676,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,rush_hour
197,2019-12-16 09:08:00,11032,512,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,rush_hour
198,2019-12-16 09:09:00,11265,463,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,rush_hour
199,2019-12-16 09:10:00,11635,508,103,1,Red,Ashmont/Braintree,Davis,Alewife,1718.718998309083,7,rush_hour
4,2019-11-19 22:01:00,8555,218,109,-1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
96,2019-11-19 23:34:00,7371,92,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
97,2019-11-19 23:35:00,7190,93,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
5,2019-11-20 21:48:00,6231,121,109,-1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,
99,2019-11-20 23:22:00,6257,123,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
91,2019-12-03 23:34:00,6589,100,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
92,2019-12-03 23:35:00,7806,250,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
53,2019-12-04 23:19:00,4384,305,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
54,2019-12-04 23:20:00,3148,185,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
55,2019-12-04 23:21:00,2817,170,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
56,2019-12-04 23:22:00,2425,131,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
57,2019-12-04 23:23:00,2254,109,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
58,2019-12-04 23:24:00,2183,90,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
59,2019-12-04 23:25:00,2109,87,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
60,2019-12-04 23:26:00,1850,74,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
61,2019-12-04 23:27:00,2800,155,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
62,2019-12-04 23:28:00,8278,577,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
63,2019-12-04 23:29:00,11852,940,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
64,2019-12-04 23:30:00,12728,921,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
65,2019-12-04 23:31:00,13657,987,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
66,2019-12-04 23:32:00,14817,1099,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
67,2019-12-04 23:33:00,13074,814,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
68,2019-12-04 23:34:00,11020,596,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
69,2019-12-04 23:35:00,9691,527,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
70,2019-12-04 23:36:00,9069,465,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
71,2019-12-04 23:37:00,9095,552,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
72,2019-12-04 23:38:00,6398,308,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
73,2019-12-04 23:39:00,5179,217,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
74,2019-12-04 23:40:00,6340,275,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
75,2019-12-04 23:41:00,7975,412,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
76,2019-12-04 23:42:00,7680,407,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
77,2019-12-04 23:43:00,6178,263,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
78,2019-12-04 23:44:00,7452,374,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
79,2019-12-04 23:45:00,7457,366,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
80,2019-12-04 23:46:00,7525,382,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
81,2019-12-04 23:47:00,8249,410,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
82,2019-12-04 23:48:00,10102,597,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
83,2019-12-04 23:49:00,10386,683,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
84,2019-12-04 23:50:00,8363,401,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,baseline
105,2019-12-16 07:35:00,10967,723,109,-1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,rush_hour
193,2019-12-16 09:04:00,11457,624,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,rush_hour
194,2019-12-16 09:05:00,11762,614,109,1,Red,Ashmont/Braintree,Porter,Davis,1126.2957171490998,7,rush_hour
6,2019-11-19 22:03:00,7996,194,105,-1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
7,2019-11-19 22:04:00,7950,187,105,-1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
94,2019-11-19 23:32:00,6380,96,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
95,2019-11-19 23:33:00,7069,92,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
7,2019-11-20 21:50:00,8365,199,105,-1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,
8,2019-11-20 21:51:00,8095,179,105,-1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,
9,2019-11-20 21:52:00,8468,204,105,-1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,
96,2019-11-20 23:19:00,4908,95,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
97,2019-11-20 23:20:00,5542,114,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
88,2019-12-03 23:31:00,5426,112,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
89,2019-12-03 23:32:00,6251,126,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
90,2019-12-03 23:33:00,6425,108,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
50,2019-12-04 23:16:00,1697,40,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
51,2019-12-04 23:17:00,2545,137,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
52,2019-12-04 23:18:00,3460,220,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
53,2019-12-04 23:19:00,4384,305,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
54,2019-12-04 23:20:00,3148,185,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
55,2019-12-04 23:21:00,2817,170,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
56,2019-12-04 23:22:00,2425,131,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
57,2019-12-04 23:23:00,2254,109,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
58,2019-12-04 23:24:00,2183,90,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
59,2019-12-04 23:25:00,2109,87,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
60,2019-12-04 23:26:00,1850,74,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
61,2019-12-04 23:27:00,2800,155,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
62,2019-12-04 23:28:00,8278,577,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
63,2019-12-04 23:29:00,11852,940,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
64,2019-12-04 23:30:00,12728,921,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
65,2019-12-04 23:31:00,13657,987,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
66,2019-12-04 23:32:00,14817,1099,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
67,2019-12-04 23:33:00,13074,814,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
68,2019-12-04 23:34:00,11020,596,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
69,2019-12-04 23:35:00,9691,527,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
70,2019-12-04 23:36:00,9069,465,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
71,2019-12-04 23:37:00,9095,552,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
72,2019-12-04 23:38:00,6398,308,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
73,2019-12-04 23:39:00,5179,217,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
74,2019-12-04 23:40:00,6340,275,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
75,2019-12-04 23:41:00,7975,412,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
76,2019-12-04 23:42:00,7680,407,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
77,2019-12-04 23:43:00,6178,263,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
78,2019-12-04 23:44:00,7452,374,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
79,2019-12-04 23:45:00,7457,366,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
80,2019-12-04 23:46:00,7525,382,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
81,2019-12-04 23:47:00,8249,410,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,baseline
107,2019-12-16 07:37:00,12684,887,105,-1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,rush_hour
108,2019-12-16 07:38:00,14026,1045,105,-1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,rush_hour
109,2019-12-16 07:39:00,14683,1090,105,-1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,rush_hour
190,2019-12-16 09:01:00,9947,416,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,rush_hour
191,2019-12-16 09:02:00,11012,589,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,rush_hour
192,2019-12-16 09:03:00,10508,465,105,1,Red,Ashmont/Braintree,Harvard,Porter,1621.857461372808,7,rush_hour
8,2019-11-19 22:05:00,7958,162,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
9,2019-11-19 22:06:00,8477,194,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
10,2019-11-19 22:07:00,8027,168,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
11,2019-11-19 22:08:00,7644,137,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
90,2019-11-19 23:28:00,4467,71,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
91,2019-11-19 23:29:00,4458,71,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
92,2019-11-19 23:30:00,4636,75,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
10,2019-11-20 21:53:00,8462,158,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,
11,2019-11-20 21:54:00,8750,184,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,
12,2019-11-20 21:55:00,8415,174,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,
13,2019-11-20 21:56:00,7693,120,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,
92,2019-11-20 23:15:00,4711,112,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
93,2019-11-20 23:16:00,4554,142,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
94,2019-11-20 23:17:00,4660,140,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
82,2019-12-03 23:25:00,4577,82,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
83,2019-12-03 23:26:00,5080,123,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
84,2019-12-03 23:27:00,4681,91,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
85,2019-12-03 23:28:00,4678,80,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
86,2019-12-03 23:29:00,4670,68,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,baseline
111,2019-12-16 07:41:00,12404,663,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,rush_hour
112,2019-12-16 07:42:00,12350,634,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,rush_hour
113,2019-12-16 07:43:00,11490,531,101,-1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,rush_hour
186,2019-12-16 08:57:00,10554,605,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,rush_hour
187,2019-12-16 08:58:00,9631,562,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,rush_hour
188,2019-12-16 08:59:00,10480,593,101,1,Red,Ashmont/Braintree,Central,Harvard,1604.7687471742026,7,rush_hour
12,2019-11-19 22:09:00,7117,129,107,-1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,baseline
13,2019-11-19 22:10:00,6645,120,107,-1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,baseline
87,2019-11-19 23:25:00,4870,60,107,1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,baseline
88,2019-11-19 23:26:00,3819,43,107,1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,baseline
14,2019-11-20 21:57:00,7043,103,107,-1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,
15,2019-11-20 21:58:00,6643,93,107,-1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,
89,2019-11-20 23:12:00,4141,94,107,1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,baseline
90,2019-11-20 23:13:00,3943,93,107,1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,baseline
80,2019-12-03 23:23:00,3365,70,107,1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,baseline
81,2019-12-03 23:24:00,4242,82,107,1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,baseline
73,2019-12-04 23:39:00,5179,217,107,1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,baseline
74,2019-12-04 23:40:00,6340,275,107,1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,baseline
115,2019-12-16 07:45:00,12367,740,107,-1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,rush_hour
116,2019-12-16 07:46:00,13968,949,107,-1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,rush_hour
183,2019-12-16 08:54:00,7459,396,107,1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,rush_hour
184,2019-12-16 08:55:00,9717,574,107,1,Red,Ashmont/Braintree,Kendall/MIT,Central,1533.6558186687028,7,rush_hour
14,2019-11-19 22:11:00,6384,110,102,-1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
15,2019-11-19 22:12:00,7077,193,102,-1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
85,2019-11-19 23:23:00,7541,169,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
86,2019-11-19 23:24:00,6206,106,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
16,2019-11-20 21:59:00,6217,102,102,-1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",
82,2019-11-20 23:05:00,8787,206,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
83,2019-11-20 23:06:00,8580,191,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
84,2019-11-20 23:07:00,8214,210,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
85,2019-11-20 23:08:00,7135,178,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
86,2019-11-20 23:09:00,6567,151,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
87,2019-11-20 23:10:00,7465,232,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
88,2019-11-20 23:11:00,6291,170,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
77,2019-12-03 23:20:00,5655,128,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
78,2019-12-03 23:21:00,3912,77,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
71,2019-12-04 23:37:00,9095,552,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
72,2019-12-04 23:38:00,6398,308,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",baseline
117,2019-12-16 07:47:00,12244,738,102,-1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",rush_hour
118,2019-12-16 07:48:00,11168,570,102,-1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",rush_hour
179,2019-12-16 08:50:00,11783,638,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",rush_hour
180,2019-12-16 08:51:00,9350,558,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",rush_hour
181,2019-12-16 08:52:00,7951,355,102,1,Red,Ashmont/Braintree,Charles/MGH,Kendall/MIT,1252.681557364994,"4,7",rush_hour
16,2019-11-19 22:13:00,5357,105,108,-1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",baseline
17,2019-11-19 22:14:00,3705,75,108,-1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",baseline
18,2019-11-20 22:01:00,6150,165,108,-1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",baseline
19,2019-11-20 22:02:00,4461,86,108,-1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",baseline
85,2019-11-20 23:08:00,7135,178,108,1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",baseline
86,2019-11-20 23:09:00,6567,151,108,1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",baseline
75,2019-12-03 23:18:00,7460,156,108,1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",baseline
76,2019-12-03 23:19:00,7929,243,108,1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",baseline
69,2019-12-04 23:35:00,9691,527,108,1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",baseline
70,2019-12-04 23:36:00,9069,465,108,1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",baseline
119,2019-12-16 07:49:00,11265,578,108,-1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",rush_hour
120,2019-12-16 07:50:00,8391,359,108,-1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",rush_hour
121,2019-12-16 07:51:00,7696,276,108,-1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",rush_hour
177,2019-12-16 08:48:00,13407,659,108,1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",rush_hour
178,2019-12-16 08:49:00,12651,857,108,1,Red,Ashmont/Braintree,Park Street,Charles/MGH,928.82621302072,"4,7",rush_hour
19,2019-11-19 22:16:00,5979,218,104,-1,Red,Ashmont/Braintree,Downtown Crossing,Park Street,171.17074997544228,7,baseline
81,2019-11-19 23:19:00,8164,126,104,1,Red,Ashmont/Braintree,Downtown Crossing,Park Street,171.17074997544228,7,baseline
21,2019-11-20 22:04:00,3774,63,104,-1,Red,Ashmont/Braintree,Downtown Crossing,Park Street,171.17074997544228,7,baseline
83,2019-11-20 23:06:00,8580,191,104,1,Red,Ashmont/Braintree,Downtown Crossing,Park Street,171.17074997544228,7,baseline
84,2019-11-20 23:07:00,8214,210,104,1,Red,Ashmont/Braintree,Downtown Crossing,Park Street,171.17074997544228,7,baseline
2,2019-12-03 21:54:00,9743,742,104,-1,Red,Ashmont/Braintree,Downtown Crossing,Park Street,171.17074997544228,7,
73,2019-12-03 23:16:00,10200,270,104,1,Red,Ashmont/Braintree,Downtown Crossing,Park Street,171.17074997544228,7,baseline
74,2019-12-03 23:17:00,8739,220,104,1,Red,Ashmont/Braintree,Downtown Crossing,Park Street,171.17074997544228,7,baseline
