START_STATION,END_STATION,ROUTE,DIRECTION,LINE,center,lower,upper,VECTOR_SUM.count,quantity
Airport,Wood Island,Blue,0.0,Blue,1451.2246469401416,746.6862595072931,1742.497956331379,4727.0,vibration
Airport,Wood Island,Blue,1.0,Blue,1826.519585794291,1096.871257518293,2142.367195253903,4292.0,vibration
Allston Street,Griggs Street,B,0.0,Green,670.9793663918513,287.46967148856635,758.8768825886673,3715.0,vibration
Allston Street,Griggs Street,B,1.0,Green,1052.1851243065166,301.64678244304656,1288.7601461798174,2510.0,vibration
Andrew,Broadway,Ashmont/Braintree,0.0,Red,1765.1117549812848,1036.008590339732,2040.8587537417652,7159.0,vibration
Andrew,Broadway,Ashmont/Braintree,1.0,Red,1519.0040039602125,950.8870028386003,1777.2766401834494,6113.0,vibration
Aquarium,Maverick,Blue,0.0,Blue,1753.0464030753515,996.5559205152432,2061.831970369456,7080.0,vibration
Aquarium,Maverick,Blue,1.0,Blue,1906.085946809664,1132.4264687487594,2234.582952564061,6465.0,vibration
Arlington,Boylston,B/C/D/E,0.0,Green,1409.4980369458062,776.9043718294031,1615.1120085780835,10050.0,vibration
Arlington,Boylston,B/C/D/E,1.0,Green,1736.7238748439484,1085.8715070460398,2024.505351258584,11900.0,vibration
Assembly,Wellington,Orange,0.0,Orange,1219.6113080262273,719.4916039576808,1382.9921801014807,16147.0,vibration
Assembly,Wellington,Orange,1.0,Orange,1130.8695828373727,622.5684565584697,1369.2423876850914,16282.0,vibration
Babcock Street,Pleasant Street,B,0.0,Green,958.5771176543308,287.24747824949833,1176.6226729469984,2464.0,vibration
Babcock Street,Pleasant Street,B,1.0,Green,1094.336778630239,642.3241220009553,1013.3678865943857,4694.0,vibration
Back Bay,Tufts Medical Center,Orange,0.0,Orange,1081.2596748982774,595.0046090120106,1306.0955033145856,12476.0,vibration
Back Bay,Tufts Medical Center,Orange,1.0,Orange,1056.730998290107,593.0934127959869,1265.8513558989869,18104.0,vibration
Back Of The Hill,Riverway,E,0.0,Green,1084.8283908968747,600.3600221090019,1271.9750068968738,3186.0,vibration
Back Of The Hill,Riverway,E,1.0,Green,1346.1683683081171,970.9695086864696,1496.8825230574848,5837.0,vibration
Beachmont,Revere Beach,Blue,0.0,Blue,1539.5576907218085,808.2236783214569,1809.5325908920486,5515.0,vibration
Beachmont,Revere Beach,Blue,1.0,Blue,1735.7666738088556,990.1398249010527,2062.43551691664,5094.0,vibration
Beaconsfield,Brookline Hills,D,0.0,Green,1375.280944413245,791.8461101688597,1556.7927992604637,6336.0,vibration
Beaconsfield,Brookline Hills,D,1.0,Green,853.1630198391632,357.4610436460495,1039.051928758211,7978.0,vibration
Blandford Street,Kenmore,B,1.0,Green,1161.748053133402,655.6590669722807,1336.062167576508,3440.0,vibration
Boston University Central,Boston University East,B,1.0,Green,1003.2070121385027,627.656048567903,967.0024629986833,6623.0,vibration
Boston University East,Blandford Street,B,1.0,Green,850.3377149355255,604.6903017834948,892.1567578649527,8335.0,vibration
Boston University West,Boston University Central,B,0.0,Green,841.6148393537836,384.2993474803122,946.6518139511506,2444.0,vibration
Boston University West,Boston University Central,B,1.0,Green,888.5935169706032,614.2914126364587,978.4618025087027,7507.0,vibration
Boylston,Park Street,B/C/D/E,0.0,Green,1292.901180835438,740.5115734395549,1543.9040233450828,9462.0,vibration
Boylston,Park Street,B/C/D/E,1.0,Green,1574.4557788910072,1101.0041468597651,1804.9568741655694,7169.0,vibration
Brandon Hall,Summit Ave/Winchester St,C,0.0,Green,1181.7584640473747,529.5452240231472,1134.1425462197165,8637.0,vibration
Brandon Hall,Summit Ave/Winchester St,C,1.0,Green,1244.8643907385656,562.9164107385213,1409.1314651871699,4284.0,vibration
Brigham Circle,Longwood Medical Area,E,0.0,Green,1396.3840251053118,700.5447034734392,1740.8487329296572,5271.0,vibration
Brigham Circle,Longwood Medical Area,E,1.0,Green,1442.1792194845777,908.7388381028882,1675.3512291185255,15262.0,vibration
Broadway,South Station,Ashmont/Braintree,0.0,Red,1919.894903127016,1091.9406032915776,2230.186720306771,7619.0,vibration
Broadway,South Station,Ashmont/Braintree,1.0,Red,1313.4321206911798,777.6092183701396,1543.997817630295,6930.0,vibration
Brookline Hills,Brookline Village,D,0.0,Green,1141.1037385960797,680.6057145429758,1304.1190073781374,5414.0,vibration
Brookline Hills,Brookline Village,D,1.0,Green,704.5752630156433,268.3422151177897,697.698407438623,5541.0,vibration
Brookline Village,Longwood,D,1.0,Green,922.3742853507887,505.06890788813575,1059.3022530246067,6798.0,vibration
Central,Harvard,Ashmont/Braintree,0.0,Red,1211.8722017173336,731.2103224149638,1341.928488238187,14386.0,vibration
Central,Harvard,Ashmont/Braintree,1.0,Red,1705.3113170303006,954.612822046259,1965.8512842387881,10697.0,vibration
Charles/MGH,Kendall/MIT,Ashmont/Braintree,1.0,Red,1850.0195072222969,999.173424817808,2134.473549840722,6570.0,vibration
Chestnut Hill,Reservoir,D,0.0,Green,1461.2600412518325,983.9056169387103,1613.7267958270395,9429.0,vibration
Chestnut Hill,Reservoir,D,1.0,Green,886.3129066514521,451.86832588594785,982.7170123382866,9263.0,vibration
Chinatown,Downtown Crossing,Orange,0.0,Orange,1008.0444054142528,553.2685112302553,1196.6339681484571,7895.0,vibration
Chinatown,Downtown Crossing,Orange,1.0,Orange,1070.030294246059,552.7193839554138,1322.272730621213,9337.0,vibration
Cleveland Circle,Englewood Avenue,C,0.0,Green,1302.6691172161184,427.49808285947074,1386.138374335525,3413.0,vibration
Community College,Sullivan Square,Orange,0.0,Orange,1047.5983781783027,584.721263556587,1243.8060097249413,20355.0,vibration
Community College,Sullivan Square,Orange,1.0,Orange,1152.862558268555,748.5152795531856,1383.5507748011369,21259.0,vibration
Coolidge Corner,Saint Paul Street C,C,0.0,Green,749.1955233602498,363.7007440235204,791.9642153860772,5231.0,vibration
Coolidge Corner,Saint Paul Street C,C,1.0,Green,1473.4832014878257,657.5428590971105,1600.4896419596378,10611.0,vibration
Copley,Arlington,B/C/D/E,0.0,Green,1314.0035744976785,773.7085705944094,1493.382088969935,9743.0,vibration
Copley,Arlington,B/C/D/E,1.0,Green,1512.1637611676088,1056.4408898614417,1660.693768037934,8988.0,vibration
Dean Road,Tappan Street,C,0.0,Green,1146.3528327996705,354.6653734526248,1326.7525986603005,2519.0,vibration
Dean Road,Tappan Street,C,1.0,Green,1147.4095778661826,548.9414291759654,1322.5073413291807,5424.0,vibration
Downtown Crossing,Park Street,Ashmont/Braintree,1.0,Red,1692.4051090624994,850.4963809436284,1949.9651138364454,3001.0,vibration
Downtown Crossing,State,Orange,0.0,Orange,1097.206000589592,620.7726619583281,1350.295339144769,5713.0,vibration
Downtown Crossing,State,Orange,1.0,Orange,1086.1458084066921,592.5333447185756,1334.7352571007327,8147.0,vibration
Eliot,Newton Highlands,D,1.0,Green,1169.67772763391,675.290303163833,1412.6912220535276,6915.0,vibration
Englewood Avenue,Dean Road,C,0.0,Green,1247.2800732541589,439.022292474854,1366.6827493066667,3219.0,vibration
Englewood Avenue,Dean Road,C,1.0,Green,1025.3835564917622,463.318890114012,1089.9531270255893,3190.0,vibration
Fairbanks Street,Brandon Hall,C,0.0,Green,1303.9804426227665,542.4345511902089,1557.0701274485364,2132.0,vibration
Fairbanks Street,Brandon Hall,C,1.0,Green,1365.7368793610322,696.6743571006817,1550.0164091183813,2033.0,vibration
Fenway Park,Kenmore,D,0.0,Green,1117.6197900355594,565.0406783410086,1339.924652384513,10053.0,vibration
Fenway Park,Kenmore,D,1.0,Green,834.3528843786215,307.2956498801644,960.7013008653868,8516.0,vibration
Fenwood Road,Brigham Circle,E,0.0,Green,1037.3343448923717,519.779761086235,1158.8478709968185,3853.0,vibration
Fenwood Road,Brigham Circle,E,1.0,Green,1517.5686202867485,1102.845801225301,1697.6179259184505,8411.0,vibration
Fields Corner,Savin Hill,Ashmont,1.0,Red,1422.2670798721533,841.8567333520067,1653.0220058911136,9964.0,vibration
Forest Hills,Green Street,Orange,0.0,Orange,1134.0746597925784,643.3210943335248,1271.216558182963,7279.0,vibration
Forest Hills,Green Street,Orange,1.0,Orange,1077.3579340798697,572.6806220971985,1280.5331339964841,7608.0,vibration
Government Center,Haymarket,C/E,0.0,Green,1388.488907595149,885.2622977473089,1634.4112133735232,8283.0,vibration
Government Center,Haymarket,C/E,1.0,Green,1395.6714506460282,837.7308308517528,1612.113162378294,10142.0,vibration
Government Center,State,Blue,1.0,Blue,1627.962125078619,943.9288595400535,1920.8441452327334,3288.0,vibration
Green Street,Stony Brook,Orange,0.0,Orange,1100.5388060004884,672.5156812766311,1304.5883330421664,9995.0,vibration
Green Street,Stony Brook,Orange,1.0,Orange,1087.0683728728027,664.0563948118728,1334.688616066116,4259.0,vibration
Griggs Street,Harvard Avenue,B,0.0,Green,961.0170596268699,363.9737546873352,1094.257872861007,3323.0,vibration
Griggs Street,Harvard Avenue,B,1.0,Green,1069.9974975097625,405.1680435447303,1249.99917434796,4576.0,vibration
Harvard,Porter,Ashmont/Braintree,0.0,Red,1203.2868349789674,715.1730338132394,1327.7739705376962,9490.0,vibration
Harvard,Porter,Ashmont/Braintree,1.0,Red,1670.7503521045887,1003.1028682728278,1948.555803282324,8382.0,vibration
Harvard Avenue,Packards Corner,B,0.0,Green,888.6574054194466,302.50479708239504,1000.4361992296367,5824.0,vibration
Harvard Avenue,Packards Corner,B,1.0,Green,1145.7272211234592,742.152015741704,1307.0488500618114,4230.0,vibration
Hawes Street,Saint Marys Street,C,0.0,Green,685.8386100703765,301.88918863785284,716.8016613083323,4859.0,vibration
Hawes Street,Saint Marys Street,C,1.0,Green,1103.7418947404185,490.06689557338285,1205.3344561540785,3660.0,vibration
Haymarket,North Station,C/E,0.0,Green,1198.502561404823,664.7801111025793,1394.5870824622643,17036.0,vibration
Haymarket,North Station,C/E,1.0,Green,1315.275672289387,808.1106591452393,1500.3951570034956,18723.0,vibration
Haymarket,North Station,Orange,0.0,Orange,1198.502561404823,664.7801111025793,1394.5870824622643,17036.0,vibration
Haymarket,North Station,Orange,1.0,Orange,1315.275672289387,808.1106591452393,1500.3951570034956,18723.0,vibration
Heath Street,Back Of The Hill,E,0.0,Green,1393.3301922111264,744.7737255967457,1631.3958422445762,4428.0,vibration
Heath Street,Back Of The Hill,E,1.0,Green,1430.645891114161,842.9849824316663,1595.9316162963364,1402.0,vibration
Hynes Convention Center,Copley,B/C/D,0.0,Green,1007.0709138546632,540.0583607934639,1224.9580321378567,13336.0,vibration
Hynes Convention Center,Copley,B/C/D,1.0,Green,1205.5381218420662,660.7268650858498,1362.391579445766,14092.0,vibration
JFK/UMass,Andrew,Ashmont/Braintree,0.0,Red,2149.3541649267154,1179.3034157411034,2494.5866186628155,7268.0,vibration
JFK/UMass,Andrew,Ashmont/Braintree,1.0,Red,1607.1528197919226,884.1634116775948,1876.4551050460366,7491.0,vibration
Jackson Square,Roxbury Crossing,Orange,0.0,Orange,1233.1627729490021,852.6015656177021,1431.3921498048028,8716.0,vibration
Jackson Square,Roxbury Crossing,Orange,1.0,Orange,1143.640163111729,721.4797164927008,1391.8690241611719,4362.0,vibration
Kendall/MIT,Central,Ashmont/Braintree,0.0,Red,1216.8342077757493,730.2469059153876,1306.1287287191635,7412.0,vibration
Kendall/MIT,Central,Ashmont/Braintree,1.0,Red,1671.1147607842645,953.1386440850104,1934.3451518065133,7128.0,vibration
Kenmore,Hynes Convention Center,B/C/D,0.0,Green,1124.3702506886991,544.8003201452323,1372.0335960009565,14221.0,vibration
Kenmore,Hynes Convention Center,B/C/D,1.0,Green,1235.0197773063805,554.7457426531266,1404.5314957685935,29951.0,vibration
Kent Street,Hawes Street,C,0.0,Green,670.5270997266088,296.8586503440315,711.0303344960038,3706.0,vibration
Longwood,Fenway Park,D,1.0,Green,954.4952170543057,420.22711410493883,1106.42603087617,4219.0,vibration
Longwood Medical Area,Museum Of Fine Arts,E,0.0,Green,1074.0892438729627,640.5227744898341,1248.35876841702,8401.0,vibration
Longwood Medical Area,Museum Of Fine Arts,E,1.0,Green,1436.8410734447134,1114.7931107493214,1555.9763154088614,11933.0,vibration
Malden Center,Oak Grove,Orange,0.0,Orange,1029.3122365102467,517.0206544413193,1203.7080060278472,23307.0,vibration
Malden Center,Oak Grove,Orange,1.0,Orange,999.9407596283444,436.8952492049611,1193.4629418682302,13448.0,vibration
Massachusetts Ave,Back Bay,Orange,0.0,Orange,1195.6211538232033,657.303378085111,1365.2799945998672,12217.0,vibration
Massachusetts Ave,Back Bay,Orange,1.0,Orange,1146.4269152408826,656.8592277588313,1333.7548790297133,24743.0,vibration
Maverick,Airport,Blue,0.0,Blue,1635.277668184411,823.5503817449818,1922.8625576557586,5452.0,vibration
Maverick,Airport,Blue,1.0,Blue,1685.73859550604,901.8425506837475,1943.0865242519874,8818.0,vibration
Mission Park,Fenwood Road,E,0.0,Green,1003.1352846268727,491.92686611912484,1056.2791625903224,3754.0,vibration
Mission Park,Fenwood Road,E,1.0,Green,1518.8332512836362,1057.8742190974617,1692.8128348613916,2979.0,vibration
Museum Of Fine Arts,Northeastern,E,0.0,Green,1041.8605392385882,596.6994289734669,1124.6978206373387,10311.0,vibration
Museum Of Fine Arts,Northeastern,E,1.0,Green,1485.350853994417,1037.3349592716374,1627.7924345470005,9865.0,vibration
Newton Centre,Chestnut Hill,D,0.0,Green,1449.241826653799,780.0939146009758,1714.135274242003,10921.0,vibration
Newton Centre,Chestnut Hill,D,1.0,Green,1009.3890688469207,609.7651351765601,1170.9399075991385,12832.0,vibration
Newton Highlands,Newton Centre,D,0.0,Green,1412.3552764132114,813.1438222004024,1681.2857559650772,6591.0,vibration
Newton Highlands,Newton Centre,D,1.0,Green,1029.6453713114424,604.7429647460767,1206.780814415582,7655.0,vibration
North Station,Community College,Orange,0.0,Orange,1138.437804166227,633.400312659498,1340.5568549596792,19431.0,vibration
North Station,Community College,Orange,1.0,Orange,1091.8462425784617,619.737348049257,1299.4128571199954,19617.0,vibration
North Station,Science Park,E,0.0,Green,1377.5246918060636,818.8571492370368,1627.0722639785265,13985.0,vibration
North Station,Science Park,E,1.0,Green,1777.3391223910473,1108.9242693560068,2117.6625427761487,19482.0,vibration
Northeastern,Symphony,E,0.0,Green,1396.8811481806827,864.9204851862874,1584.0419637133155,7719.0,vibration
Northeastern,Symphony,E,1.0,Green,1460.5161652662923,978.2006439215887,1596.8253511183466,12594.0,vibration
Orient Heights,Suffolk Downs,Blue,0.0,Blue,1740.4412067835895,942.1630546429103,1953.2246729258566,4765.0,vibration
Orient Heights,Suffolk Downs,Blue,1.0,Blue,1827.3014701110346,1097.859379508871,2133.870831173613,4631.0,vibration
Packards Corner,Babcock Street,B,0.0,Green,937.4768831264923,402.8749261294226,1087.3712566193708,3740.0,vibration
Packards Corner,Babcock Street,B,1.0,Green,932.7868638542334,626.0781948003819,926.0201928876986,6327.0,vibration
Park Street,Charles/MGH,Ashmont/Braintree,1.0,Red,1495.9760063033755,828.4103928526947,1712.2432402709949,7399.0,vibration
Park Street,Government Center,B/C/D/E,0.0,Green,1152.100158700149,711.8406245049158,1346.2452930223794,4838.0,vibration
Park Street,Government Center,B/C/D/E,1.0,Green,1567.1055052324955,1078.349844355261,1846.9261106763433,13934.0,vibration
Pleasant Street,Saint Paul Street B,B,0.0,Green,1035.3513530523242,382.100749494045,1289.393802618277,2598.0,vibration
Pleasant Street,Saint Paul Street B,B,1.0,Green,1189.2224775745715,754.4533241143663,1094.9832463450248,5619.0,vibration
Porter,Davis,Ashmont/Braintree,0.0,Red,1537.6550106925629,940.1119939769928,1707.0631710985638,6245.0,vibration
Porter,Davis,Ashmont/Braintree,1.0,Red,1585.0101521526526,893.4496291280986,1862.7179716247529,6118.0,vibration
Prudential,Copley,E,0.0,Green,1160.9221776855209,700.667614885537,1340.697900450264,15969.0,vibration
Prudential,Copley,E,1.0,Green,1565.216081142693,1049.9290698425787,1803.646352313524,12067.0,vibration
Reservoir,Beaconsfield,D,0.0,Green,1073.2406356273975,548.8650831402961,1108.7542500305715,8891.0,vibration
Reservoir,Beaconsfield,D,1.0,Green,805.0532895725007,355.85755444448364,906.4355071623764,6999.0,vibration
Revere Beach,Wonderland,Blue,1.0,Blue,2520.559366563898,1675.2415292722442,2856.4830894516967,1367.0,vibration
Riverside,Woodland,D,0.0,Green,1479.5939952422336,926.8900443048807,1731.6197150007556,6313.0,vibration
Riverside,Woodland,D,1.0,Green,952.643894512578,660.2601390285687,1052.7302841802864,10932.0,vibration
Riverway,Mission Park,E,1.0,Green,1546.516068654843,1021.4075875498663,1716.6294827097192,4200.0,vibration
Roxbury Crossing,Ruggles,Orange,0.0,Orange,1041.8200497927048,542.9754898667749,1211.4005675994224,5892.0,vibration
Roxbury Crossing,Ruggles,Orange,1.0,Orange,917.2162696866336,537.2315028603186,1098.0931808948162,5374.0,vibration
Ruggles,Massachusetts Ave,Orange,0.0,Orange,1208.408433669562,697.9413096351839,1449.3933965534054,4027.0,vibration
Ruggles,Massachusetts Ave,Orange,1.0,Orange,1092.451275126028,778.3949947104553,1267.6172158968257,10265.0,vibration
Saint Marys Street,Kenmore,C,1.0,Green,1205.7886915642184,637.1456225088825,1297.7484218955776,20759.0,vibration
Saint Paul Street B,Boston University West,B,1.0,Green,1133.5851996837125,723.0596831987178,1236.2875472378835,2910.0,vibration
Saint Paul Street C,Kent Street,C,0.0,Green,669.4800547251479,297.2068317180482,661.4312150303947,3389.0,vibration
Saint Paul Street C,Kent Street,C,1.0,Green,1435.439247419339,774.3646290019371,1389.8404867643296,3049.0,vibration
Savin Hill,JFK/UMass,Ashmont,1.0,Red,1554.4842718239215,894.3052332292557,1790.0265982022654,6663.0,vibration
Science Park,Lechmere,E,0.0,Green,1354.6640064604467,1009.096925313496,1484.1345887131486,6551.0,vibration
Science Park,Lechmere,E,1.0,Green,1320.1272116828852,934.8446125407936,1485.4435528572708,15621.0,vibration
Shawmut,Fields Corner,Ashmont,0.0,Red,1632.2851707141974,862.078889706469,1871.2814836383768,5869.0,vibration
South Station,Downtown Crossing,Ashmont/Braintree,1.0,Red,1684.7916971301318,877.0826829268643,1964.2137514285196,3801.0,vibration
State,Aquarium,Blue,0.0,Blue,1386.2393221292828,574.6091555310286,1633.755839235731,4568.0,vibration
State,Aquarium,Blue,1.0,Blue,1749.0861964787705,1038.959192754726,1987.4189296012014,2953.0,vibration
State,Haymarket,Orange,0.0,Orange,1124.9897312262397,631.3114187071341,1374.0754368378516,5496.0,vibration
State,Haymarket,Orange,1.0,Orange,1172.7168193457096,671.8661163364764,1428.9429373815867,13549.0,vibration
Stony Brook,Jackson Square,Orange,0.0,Orange,1049.6632663879084,647.1168797331798,1226.325448099742,10264.0,vibration
Stony Brook,Jackson Square,Orange,1.0,Orange,1143.0321851953336,674.8015543910698,1376.9469764621595,4518.0,vibration
Suffolk Downs,Beachmont,Blue,0.0,Blue,1685.1905126478964,867.8554763713623,2023.2339026065922,3853.0,vibration
Suffolk Downs,Beachmont,Blue,1.0,Blue,1859.0915672759693,1091.4772295821867,2202.4981975666915,4139.0,vibration
Sullivan Square,Assembly,Orange,0.0,Orange,873.759148915484,419.53158445995905,1046.1645982928767,19622.0,vibration
Sullivan Square,Assembly,Orange,1.0,Orange,949.1285729695247,427.73167841982,1163.9200661788213,15100.0,vibration
Summit Ave/Winchester St,Coolidge Corner,C,0.0,Green,839.0302169402606,358.77880563916824,883.8714744402453,11669.0,vibration
Summit Ave/Winchester St,Coolidge Corner,C,1.0,Green,1218.2748042769667,537.0796543518974,1209.5305154420869,12588.0,vibration
Symphony,Prudential,E,0.0,Green,1357.66169506229,819.329255416663,1602.9286134549045,7823.0,vibration
Symphony,Prudential,E,1.0,Green,1524.8438217837802,1094.988056318863,1607.4767960394445,7424.0,vibration
Tappan Street,Washington Square,C,0.0,Green,1064.375249750099,494.00118383805534,1048.6685798307724,11454.0,vibration
Tappan Street,Washington Square,C,1.0,Green,1402.5378070068118,664.2797995559595,1620.5078786581516,10311.0,vibration
Tufts Medical Center,Chinatown,Orange,0.0,Orange,960.0902800554311,464.6681605021855,1150.8746482029476,13286.0,vibration
Tufts Medical Center,Chinatown,Orange,1.0,Orange,1047.916099309076,495.0666649824285,1260.6439297432535,12587.0,vibration
Waban,Eliot,D,1.0,Green,946.5020650547856,575.0497737342082,1087.3357151566454,7227.0,vibration
Warren Street,Allston Street,B,1.0,Green,1050.210127755436,436.84875323237344,1376.899000619505,2536.0,vibration
Washington Square,Fairbanks Street,C,0.0,Green,1211.042908835302,382.55870689122537,1280.339703892657,3793.0,vibration
Washington Square,Fairbanks Street,C,1.0,Green,1147.2640153722666,307.5917713559733,1212.8108433274456,3855.0,vibration
Washington Street,Warren Street,B,0.0,Green,1830.8237327250326,843.5363119268907,2311.047300826689,5682.0,vibration
Washington Street,Warren Street,B,1.0,Green,1298.4214033676178,531.7129653896147,1607.6313329014845,5424.0,vibration
Wellington,Malden Center,Orange,0.0,Orange,1051.6812746269115,477.25417674282477,1162.2994857437955,38825.0,vibration
Wellington,Malden Center,Orange,1.0,Orange,1108.336069305201,584.1713131007876,1263.358125103805,31703.0,vibration
Wood Island,Orient Heights,Blue,0.0,Blue,1513.191736962059,780.3204083489529,1796.1477340338022,7784.0,vibration
Wood Island,Orient Heights,Blue,1.0,Blue,1983.6350765604584,1127.229845497059,2306.993204983236,6729.0,vibration
Woodland,Waban,D,1.0,Green,1022.5131811269065,694.9814354230782,1156.851718004682,7255.0,vibration
Airport,Wood Island,Blue,,Blue,1641.0819477433954,875.3454490511779,1976.4718080968812,9019.0,vibration
Allston Street,Griggs Street,B,,Green,851.9117821762599,289.41233754626745,895.3817248125122,6225.0,vibration
Andrew,Broadway,Ashmont/Braintree,,Red,1652.3156686639202,996.347575633519,1910.240903541165,13272.0,vibration
Aquarium,Maverick,Blue,,Blue,1827.8487144531855,1065.3090103249085,2136.8662793594485,13545.0,vibration
Arlington,Boylston,B/C/D/E,,Green,1596.1004054358414,947.3106734812196,1861.314134906218,21950.0,vibration
Assembly,Wellington,Orange,,Orange,1175.9223935915609,669.8997207422059,1375.0337839791264,32429.0,vibration
Babcock Street,Pleasant Street,B,,Green,1050.0643003844436,575.4251338534383,1063.5046710389247,7158.0,vibration
Back Bay,Tufts Medical Center,Orange,,Orange,1066.8157903673998,594.0883323713158,1280.900171426138,30580.0,vibration
Back Of The Hill,Riverway,E,,Green,1262.1861760561462,829.8821206802776,1432.1410332706187,9023.0,vibration
Beachmont,Revere Beach,Blue,,Blue,1636.8319205922837,888.9077912880048,1930.6068042886648,10609.0,vibration
Beaconsfield,Brookline Hills,D,,Green,1112.0551406933237,504.3290599807517,1292.6862556100418,14314.0,vibration
Blandford Street,Kenmore,B,,Green,1161.748053133402,655.6590669722807,1336.062167576508,3440.0,vibration
Boston University Central,Boston University East,B,,Green,1003.2070121385027,627.656048567903,967.0024629986833,6623.0,vibration
Boston University East,Blandford Street,B,,Green,850.3377149355255,604.6903017834948,892.1567578649527,8335.0,vibration
Boston University West,Boston University Central,B,,Green,877.1148734071803,577.1497394476249,977.4153461177267,9951.0,vibration
Boylston,Park Street,B/C/D/E,,Green,1419.3695793252268,903.2056301649376,1658.1930680967362,16631.0,vibration
Brandon Hall,Summit Ave/Winchester St,C,,Green,1203.4286206754375,546.3079209428819,1216.1563901849902,12921.0,vibration
Brigham Circle,Longwood Medical Area,E,,Green,1430.8416637053015,866.0886729747003,1699.7342948908051,20533.0,vibration
Broadway,South Station,Ashmont/Braintree,,Red,1653.9932984184206,910.75807591222,1874.522541016241,14549.0,vibration
Brookline Hills,Brookline Village,D,,Green,945.2362186157628,383.30969852120535,1096.2978702193814,10955.0,vibration
Brookline Village,Longwood,D,,Green,922.3742853507887,505.06890788813575,1059.3022530246067,6798.0,vibration
Central,Harvard,Ashmont/Braintree,,Red,1448.1856954692776,790.159323602878,1609.8837025175012,25083.0,vibration
Charles/MGH,Kendall/MIT,Ashmont/Braintree,,Red,1850.0195072222969,999.173424817808,2134.473549840722,6570.0,vibration
Chestnut Hill,Reservoir,D,,Green,1199.4183331994584,623.7361414189172,1400.9930609365085,18692.0,vibration
Chinatown,Downtown Crossing,Orange,,Orange,1041.8968750677209,552.8823118834147,1265.696918577789,17232.0,vibration
Cleveland Circle,Englewood Avenue,C,,Green,1302.6691172161184,427.49808285947074,1386.138374335525,3413.0,vibration
Community College,Sullivan Square,Orange,,Orange,1102.39096021316,649.6764127918002,1320.5392569378932,41614.0,vibration
Coolidge Corner,Saint Paul Street C,C,,Green,1283.1413452711124,493.3231938262896,1280.0069475269306,15842.0,vibration
Copley,Arlington,B/C/D/E,,Green,1413.3168010690051,916.9003950329468,1582.4800968708898,18731.0,vibration
Dean Road,Tappan Street,C,,Green,1147.0199340893835,485.6349399185916,1322.9933568944914,7943.0,vibration
Downtown Crossing,Park Street,Ashmont/Braintree,,Red,1692.4051090624994,850.4963809436284,1949.9651138364454,3001.0,vibration
Downtown Crossing,State,Orange,,Orange,1090.7484234652761,606.1522148739854,1341.844210480433,13860.0,vibration
Eliot,Newton Highlands,D,,Green,1169.67772763391,675.290303163833,1412.6912220535276,6915.0,vibration
Englewood Avenue,Dean Road,C,,Green,1140.514065496839,449.36368379910806,1209.384496853504,6409.0,vibration
Fairbanks Street,Brandon Hall,C,,Green,1335.032504977082,621.8867400434871,1552.2488893557725,4165.0,vibration
Fenway Park,Kenmore,D,,Green,998.9342301522902,437.8570936923144,1197.1707132864906,18569.0,vibration
Fenwood Road,Brigham Circle,E,,Green,1388.4267851640645,914.1403354795599,1565.6225980100605,12264.0,vibration
Fields Corner,Savin Hill,Ashmont,,Red,1422.2670798721533,841.8567333520067,1653.0220058911136,9964.0,vibration
Forest Hills,Green Street,Orange,,Orange,1105.3667261897265,612.669909206109,1276.2037851175828,14887.0,vibration
Government Center,Haymarket,C/E,,Green,1392.3417548587604,856.6298856104311,1623.3721678370084,18425.0,vibration
Government Center,State,Blue,,Blue,1627.962125078619,943.9288595400535,1920.8441452327334,3288.0,vibration
Green Street,Stony Brook,Orange,,Orange,1096.4859032360837,668.7494231069531,1315.417761587572,14254.0,vibration
Griggs Street,Harvard Avenue,B,,Green,1026.9051980083045,384.28885239217016,1196.9784165157275,7899.0,vibration
Harvard,Porter,Ashmont/Braintree,,Red,1445.7011438603195,804.8781119271106,1638.2990054956067,17872.0,vibration
Harvard Avenue,Packards Corner,B,,Green,1005.5876120165867,440.8688768484035,1158.6634381359108,10054.0,vibration
Hawes Street,Saint Marys Street,C,,Green,889.5773394320088,358.7678828153838,930.8785721122464,8519.0,vibration
Haymarket,North Station,C/E,,Green,1260.0546246539222,737.5601207750863,1449.5540452205248,35759.0,vibration
Haymarket,North Station,Orange,,Orange,1260.0546246539222,737.5601207750863,1449.5540452205248,35759.0,vibration
Heath Street,Back Of The Hill,E,,Green,1402.5996430084986,769.429437062774,1621.4776410649872,5830.0,vibration
Hynes Convention Center,Copley,B/C/D,,Green,1113.0877992462597,600.3434975618012,1284.2424609647271,27428.0,vibration
JFK/UMass,Andrew,Ashmont/Braintree,,Red,1886.7050634888806,1003.8623260678813,2168.9306085029652,14759.0,vibration
Jackson Square,Roxbury Crossing,Orange,,Orange,1203.9715151798364,811.0254562630125,1418.7916356924081,13078.0,vibration
Kendall/MIT,Central,Ashmont/Braintree,,Red,1461.512016713927,810.6146835152942,1628.4649041758587,14540.0,vibration
Kenmore,Hynes Convention Center,B/C/D,,Green,1200.165155080175,550.966260639821,1390.7784539376362,44172.0,vibration
Kent Street,Hawes Street,C,,Green,670.5270997266088,296.8586503440315,711.0303344960038,3706.0,vibration
Longwood,Fenway Park,D,,Green,954.4952170543057,420.22711410493883,1106.42603087617,4219.0,vibration
