STATION,ROUTE,LINE,center,upper,lower,DIRECTION,quantity
Green Street,Orange,Orange,1046.6666666666667,1134.309882795089,959.0234505382447,,particulates_off_peak_small
Griggs Street,B,Green,897.0,897.0,897.0,,particulates_off_peak_small
Harvard,Ashmont/Braintree,Red,3926.5,5445.864889243749,2407.1351107562523,,particulates_off_peak_small
Harvard Avenue,B,Green,332.5,515.3378151987894,149.6621848012106,,particulates_off_peak_small
Hawes Street,C,Green,405.0,405.0,405.0,,particulates_off_peak_small
Haymarket,C/E,Green,1020.75,2062.7923455887008,-21.292345588700076,,particulates_off_peak_small
Haymarket,Orange,Orange,4615.666666666667,5872.246256930121,3359.0870764032147,,particulates_off_peak_small
Heath Street,E,Green,2918.333333333333,4464.471474482161,1372.1951921845061,,particulates_off_peak_small
Hynes Convention Center,B/C/D,Green,2822.666666666666,4809.641838462563,835.6914948707698,,particulates_off_peak_small
JFK/UMass,Ashmont/Braintree,Red,5056.8,9297.981109077988,815.6188909220117,,particulates_off_peak_small
Jackson Square,Orange,Orange,1100.0,1439.1450034031657,760.8549965968342,,particulates_off_peak_small
Kendall/MIT,Ashmont/Braintree,Red,2880.0,2880.0,2880.0,,particulates_off_peak_small
Kenmore,B/C/D,Green,3834.0,5544.130404384414,2123.869595615586,,particulates_off_peak_small
Lechmere,E,Green,497.66666666666674,1099.803085318343,-104.46975198500952,,particulates_off_peak_small
Longwood,D,Green,1247.0,2280.7901140947324,213.2098859052676,,particulates_off_peak_small
Longwood Medical Area,E,Green,205.0,416.310198523403,-6.310198523403018,,particulates_off_peak_small
Malden Center,Orange,Orange,732.8333333333335,1133.5469051856812,332.11976148098563,,particulates_off_peak_small
Massachusetts Ave,Orange,Orange,2595.333333333333,3038.4499470292467,2152.2167196374203,,particulates_off_peak_small
Maverick,Blue,Blue,5536.6,7869.666394254566,3203.533605745435,,particulates_off_peak_small
Mission Park,E,Green,590.3636363636364,1074.7003524460063,106.02692028126613,,particulates_off_peak_small
Museum Of Fine Arts,E,Green,1036.0,1541.758835810112,530.2411641898879,,particulates_off_peak_small
Newton Centre,D,Green,336.0,336.0,336.0,,particulates_off_peak_small
Newton Highlands,D,Green,461.0,461.0,461.0,,particulates_off_peak_small
North Quincy,Braintree,Red,912.0,1461.388751249969,362.61124875003134,,particulates_off_peak_small
North Station,C/E,Green,2449.333333333333,3775.1448835419847,1123.5217831246823,,particulates_off_peak_small
North Station,Orange,Orange,2484.0,4061.646982059041,906.353017940959,,particulates_off_peak_small
Northeastern,E,Green,924.0,924.0,924.0,,particulates_off_peak_small
Oak Grove,Orange,Orange,628.0,950.8456803696364,305.15431963036383,,particulates_off_peak_small
Orient Heights,Blue,Blue,930.0,1675.290547370621,184.7094526293789,,particulates_off_peak_small
Packards Corner,B,Green,175.0,175.0,175.0,,particulates_off_peak_small
Park Street,Ashmont/Braintree,Red,7372.5,10139.446744285891,4605.5532557141105,,particulates_off_peak_small
Park Street,B/C/D/E,Green,3053.75,4026.0288717983412,2081.4711282016588,,particulates_off_peak_small
Pleasant Street,B,Green,284.0,387.60260614482627,180.39739385517368,,particulates_off_peak_small
Porter,Ashmont/Braintree,Red,7058.0,8598.0785694243,5517.9214305757,,particulates_off_peak_small
Prudential,E,Green,1697.111111111111,3422.438576003243,-28.21635378102087,,particulates_off_peak_small
Quincy Adams,Braintree,Red,628.0,734.0660171779822,521.9339828220179,,particulates_off_peak_small
Quincy Center,Braintree,Red,692.0,692.0,692.0,,particulates_off_peak_small
Reservoir,D,Green,412.5,489.57463914933373,335.4253608506663,,particulates_off_peak_small
Revere Beach,Blue,Blue,906.5,1154.6944801964785,658.3055198035219,,particulates_off_peak_small
Riverside,D,Green,1300.6666666666667,1395.8419435684616,1205.4913897648719,,particulates_off_peak_small
Riverway,E,Green,695.6666666666665,1084.2233978312847,307.1099355020485,,particulates_off_peak_small
Roxbury Crossing,Orange,Orange,1077.25,1268.3806272334882,886.1193727665117,,particulates_off_peak_small
Ruggles,Orange,Orange,1469.75,1624.3341194948562,1315.1658805051438,,particulates_off_peak_small
Saint Marys Street,C,Green,664.0,1108.0157654858665,219.9842345141335,,particulates_off_peak_small
Saint Paul Street B,B,Green,244.0,244.0,244.0,,particulates_off_peak_small
Saint Paul Street C,C,Green,998.3333333333335,1707.5316600845083,289.1350065821582,,particulates_off_peak_small
Savin Hill,Ashmont,Red,3726.5,6020.216271323316,1432.7837286766846,,particulates_off_peak_small
Science Park,E,Green,986.5,1909.2743494484446,63.72565055155553,,particulates_off_peak_small
Shawmut,Ashmont,Red,2059.0,2247.6054081939333,1870.3945918060672,,particulates_off_peak_small
South Station,Ashmont/Braintree,Red,7853.5,8588.183945652823,7118.816054347177,,particulates_off_peak_small
South Street,B,Green,240.0,240.0,240.0,,particulates_off_peak_small
State,Blue,Blue,4692.166666666667,7541.9285105172485,1842.4048228160848,,particulates_off_peak_small
State,Orange,Orange,4448.0,4587.215660038661,4308.784339961339,,particulates_off_peak_small
Stony Brook,Orange,Orange,1371.5,1556.054869889689,1186.945130110311,,particulates_off_peak_small
Suffolk Downs,Blue,Blue,1038.5,1374.37572106361,702.6242789363899,,particulates_off_peak_small
Sullivan Square,Orange,Orange,1592.571428571429,2594.2493304179347,590.8935267249224,,particulates_off_peak_small
Summit Ave/Winchester St,C,Green,386.0,386.0,386.0,,particulates_off_peak_small
Sutherland Road,B,Green,137.0,137.0,137.0,,particulates_off_peak_small
Symphony,E,Green,329.0,329.0,329.0,,particulates_off_peak_small
Tufts Medical Center,Orange,Orange,3758.8,5159.746180265322,2357.853819734677,,particulates_off_peak_small
Waban,D,Green,618.3333333333334,911.8232536599663,324.84341300670053,,particulates_off_peak_small
Warren Street,B,Green,271.0,343.1248916810278,198.87510831897214,,particulates_off_peak_small
Washington Square,C,Green,675.75,1309.4593839713384,42.040616028661596,,particulates_off_peak_small
Washington Street,B,Green,187.0,196.89949493661166,177.10050506338834,,particulates_off_peak_small
Wellington,Orange,Orange,1036.0,1567.6671891324497,504.33281086755034,,particulates_off_peak_small
Wollaston,Braintree,Red,905.6666666666665,1045.2171354345403,766.1161978987927,,particulates_off_peak_small
Wonderland,Blue,Blue,349.0,395.0325971459356,302.96740285406435,,particulates_off_peak_small
Wood Island,Blue,Blue,933.0,1345.9503602129437,520.0496397870563,,particulates_off_peak_small
Woodland,D,Green,692.0,692.0,692.0,,particulates_off_peak_small
Airport,Blue,Blue,3243.75,5212.95717972149,1274.5428202785095,0.0,particulates_off_peak_small
Alewife,Ashmont/Braintree,Red,7324.0,8044.270782414504,6603.729217585496,0.0,particulates_off_peak_small
Allston Street,B,Green,234.0,234.0,234.0,0.0,particulates_off_peak_small
Allston Street,B,Green,433.0,628.1614716074871,237.8385283925129,1.0,particulates_off_peak_small
Andrew,Ashmont/Braintree,Red,883.0,883.0,883.0,0.0,particulates_off_peak_small
Andrew,Ashmont/Braintree,Red,9330.0,9330.0,9330.0,1.0,particulates_off_peak_small
Aquarium,Blue,Blue,3131.0,4044.016429205959,2217.983570794041,0.0,particulates_off_peak_small
Aquarium,Blue,Blue,5282.0,5282.0,5282.0,1.0,particulates_off_peak_small
Arlington,B/C/D/E,Green,3292.6,4021.1751848642657,2564.0248151357337,0.0,particulates_off_peak_small
Assembly,Orange,Orange,1233.5,1563.7188668141175,903.2811331858824,0.0,particulates_off_peak_small
Assembly,Orange,Orange,571.0,571.0,571.0,1.0,particulates_off_peak_small
Babcock Street,B,Green,267.0,404.1787155501902,129.82128444980978,0.0,particulates_off_peak_small
Babcock Street,B,Green,222.0,222.0,222.0,1.0,particulates_off_peak_small
Back Bay,Orange,Orange,1691.0,1691.0,1691.0,0.0,particulates_off_peak_small
Back Bay,Orange,Orange,2526.0,3094.5138520739843,1957.486147926016,1.0,particulates_off_peak_small
Beachmont,Blue,Blue,831.0,831.0,831.0,0.0,particulates_off_peak_small
Beachmont,Blue,Blue,822.5,1110.2924599429248,534.7075400570752,1.0,particulates_off_peak_small
Beaconsfield,D,Green,488.0,488.0,488.0,0.0,particulates_off_peak_small
Blandford Street,B,Green,170.0,170.0,170.0,0.0,particulates_off_peak_small
Blandford Street,B,Green,1667.0,1667.0,1667.0,1.0,particulates_off_peak_small
Boston College,B,Green,247.0,429.9941451054026,64.00585489459739,0.0,particulates_off_peak_small
Boston University Central,B,Green,316.5,331.3492424049175,301.6507575950825,0.0,particulates_off_peak_small
Boston University Central,B,Green,481.5,629.2853172679884,333.7146827320116,1.0,particulates_off_peak_small
Boylston,B/C/D/E,Green,3527.5714285714284,5141.982038994817,1913.1608181480397,0.0,particulates_off_peak_small
Braintree,Braintree,Red,659.0,926.286363288515,391.7136367114849,0.0,particulates_off_peak_small
Brandon Hall,C,Green,401.0,401.0,401.0,1.0,particulates_off_peak_small
Brigham Circle,E,Green,562.0,863.3191510163779,260.68084898362207,0.0,particulates_off_peak_small
Brigham Circle,E,Green,290.25,468.6098889885279,111.89011101147209,1.0,particulates_off_peak_small
Broadway,Ashmont/Braintree,Red,3494.0,3494.0,3494.0,0.0,particulates_off_peak_small
Broadway,Ashmont/Braintree,Red,8157.5,9729.398374577697,6585.601625422305,1.0,particulates_off_peak_small
Brookline Hills,D,Green,432.0,432.0,432.0,0.0,particulates_off_peak_small
Brookline Village,D,Green,495.5,564.0893577750951,426.91064222490485,0.0,particulates_off_peak_small
Central,Ashmont/Braintree,Red,5546.333333333332,7317.059832071445,3775.606834595221,0.0,particulates_off_peak_small
Charles/MGH,Ashmont/Braintree,Red,6289.0,6289.0,6289.0,1.0,particulates_off_peak_small
Chestnut Hill,D,Green,426.0,426.0,426.0,0.0,particulates_off_peak_small
Chestnut Hill Avenue,B,Green,290.0,290.0,290.0,1.0,particulates_off_peak_small
Chinatown,Orange,Orange,1324.0,1324.0,1324.0,0.0,particulates_off_peak_small
Chinatown,Orange,Orange,5876.5,7026.9627329905115,4726.037267009488,1.0,particulates_off_peak_small
Chiswick Road,B,Green,88.0,88.0,88.0,0.0,particulates_off_peak_small
Chiswick Road,B,Green,284.0,416.9360748630709,151.0639251369291,1.0,particulates_off_peak_small
Cleveland Circle,C,Green,549.75,663.0089216500552,436.4910783499448,0.0,particulates_off_peak_small
Community College,Orange,Orange,6089.0,8756.206778635657,3421.7932213643426,0.0,particulates_off_peak_small
Coolidge Corner,C,Green,411.0,476.96211033616186,345.03788966383814,0.0,particulates_off_peak_small
Copley,B/C/D/E,Green,1623.833333333333,2554.4777158268107,693.1889508398555,0.0,particulates_off_peak_small
Copley,B/C/D/E,Green,4364.0,5997.901261806641,2730.098738193359,1.0,particulates_off_peak_small
Davis,Ashmont/Braintree,Red,6625.0,6625.0,6625.0,0.0,particulates_off_peak_small
Davis,Ashmont/Braintree,Red,7760.0,7760.0,7760.0,1.0,particulates_off_peak_small
Dean Road,C,Green,289.0,289.0,289.0,1.0,particulates_off_peak_small
Downtown Crossing,Ashmont/Braintree,Red,8581.0,8581.0,8581.0,0.0,particulates_off_peak_small
Downtown Crossing,Orange,Orange,3757.666666666666,4617.26095081084,2898.072382522493,0.0,particulates_off_peak_small
Downtown Crossing,Orange,Orange,5201.0,7138.408836564962,3263.5911634350373,1.0,particulates_off_peak_small
Eliot,D,Green,396.5,465.08935777509515,327.91064222490485,0.0,particulates_off_peak_small
Eliot,D,Green,999.0,999.0,999.0,1.0,particulates_off_peak_small
Englewood Avenue,C,Green,511.0,669.3919189857868,352.6080810142133,0.0,particulates_off_peak_small
Fairbanks Street,C,Green,375.0,375.0,375.0,0.0,particulates_off_peak_small
Fenway Park,D,Green,417.0,417.0,417.0,0.0,particulates_off_peak_small
Fenway Park,D,Green,3965.0,3965.0,3965.0,1.0,particulates_off_peak_small
Fields Corner,Ashmont,Red,3247.0,3921.579869251967,2572.420130748033,0.0,particulates_off_peak_small
Fields Corner,Ashmont,Red,2104.0,2104.0,2104.0,1.0,particulates_off_peak_small
Forest Hills,Orange,Orange,965.4285714285713,1188.081408181858,742.7757346752848,0.0,particulates_off_peak_small
Government Center,B/C/D/E,Green,3072.5,4530.766877397373,1614.2331226026267,0.0,particulates_off_peak_small
Government Center,B/C/D/E,Green,1011.0,1011.0,1011.0,1.0,particulates_off_peak_small
Government Center,Blue,Blue,1903.0,1903.0,1903.0,0.0,particulates_off_peak_small
Government Center,Blue,Blue,6818.0,9563.053187098569,4072.946812901433,1.0,particulates_off_peak_small
Green Street,Orange,Orange,946.0,946.0,946.0,0.0,particulates_off_peak_small
Green Street,Orange,Orange,1097.0,1109.727922061358,1084.272077938642,1.0,particulates_off_peak_small
Griggs Street,B,Green,897.0,897.0,897.0,1.0,particulates_off_peak_small
Harvard,Ashmont/Braintree,Red,3926.5,5445.864889243749,2407.1351107562523,0.0,particulates_off_peak_small
Harvard Avenue,B,Green,258.5,344.05992052357226,172.94007947642777,0.0,particulates_off_peak_small
Harvard Avenue,B,Green,406.5,673.0792565073283,139.9207434926716,1.0,particulates_off_peak_small
Hawes Street,C,Green,405.0,405.0,405.0,0.0,particulates_off_peak_small
Haymarket,C/E,Green,2454.0,2454.0,2454.0,0.0,particulates_off_peak_small
Haymarket,C/E,Green,543.0,1052.22293742525,33.777062574750055,1.0,particulates_off_peak_small
Haymarket,Orange,Orange,4747.0,5950.495741579503,3543.504258420496,0.0,particulates_off_peak_small
Haymarket,Orange,Orange,4550.0,6010.001598172642,3089.9984018273585,1.0,particulates_off_peak_small
Heath Street,E,Green,2918.333333333333,4464.471474482161,1372.1951921845061,0.0,particulates_off_peak_small
Hynes Convention Center,B/C/D,Green,1966.5,3836.7974362384175,96.2025637615818,0.0,particulates_off_peak_small
Hynes Convention Center,B/C/D,Green,4535.0,4535.0,4535.0,1.0,particulates_off_peak_small
JFK/UMass,Ashmont/Braintree,Red,582.0,582.0,582.0,0.0,particulates_off_peak_small
JFK/UMass,Ashmont/Braintree,Red,6175.5,10130.27243340246,2220.7275665975417,1.0,particulates_off_peak_small
Jackson Square,Orange,Orange,1338.5,1651.7483040656405,1025.2516959343595,0.0,particulates_off_peak_small
Jackson Square,Orange,Orange,861.5,1000.80003589375,722.1999641062501,1.0,particulates_off_peak_small
Kendall/MIT,Ashmont/Braintree,Red,2880.0,2880.0,2880.0,0.0,particulates_off_peak_small
Kenmore,B/C/D,Green,3834.0,5544.130404384414,2123.869595615586,1.0,particulates_off_peak_small
Lechmere,E,Green,497.66666666666674,1099.803085318343,-104.46975198500952,1.0,particulates_off_peak_small
Longwood,D,Green,516.0,516.0,516.0,0.0,particulates_off_peak_small
Longwood,D,Green,1978.0,1978.0,1978.0,1.0,particulates_off_peak_small
Longwood Medical Area,E,Green,83.0,83.0,83.0,0.0,particulates_off_peak_small
Longwood Medical Area,E,Green,449.0,449.0,449.0,1.0,particulates_off_peak_small
Malden Center,Orange,Orange,975.0,1675.035713374682,274.964286625318,0.0,particulates_off_peak_small
Malden Center,Orange,Orange,611.75,825.3483380085153,398.1516619914846,1.0,particulates_off_peak_small
Massachusetts Ave,Orange,Orange,2595.333333333333,3038.4499470292467,2152.2167196374203,1.0,particulates_off_peak_small
Maverick,Blue,Blue,6552.75,7164.190580378285,5941.309419621715,0.0,particulates_off_peak_small
Maverick,Blue,Blue,1472.0,1472.0,1472.0,1.0,particulates_off_peak_small
Mission Park,E,Green,503.33333333333326,781.6846700764261,224.98199659024053,0.0,particulates_off_peak_small
Mission Park,E,Green,694.8,1376.4235764701803,13.176423529819429,1.0,particulates_off_peak_small
Museum Of Fine Arts,E,Green,452.0,452.0,452.0,0.0,particulates_off_peak_small
Museum Of Fine Arts,E,Green,1328.0,1328.0,1328.0,1.0,particulates_off_peak_small
Newton Centre,D,Green,336.0,336.0,336.0,0.0,particulates_off_peak_small
Newton Highlands,D,Green,461.0,461.0,461.0,0.0,particulates_off_peak_small
North Quincy,Braintree,Red,599.0,724.8650070512055,473.13499294879455,0.0,particulates_off_peak_small
North Quincy,Braintree,Red,1538.0,1538.0,1538.0,1.0,particulates_off_peak_small
North Station,C/E,Green,2739.5,4349.729900769867,1129.2700992301336,0.0,particulates_off_peak_small
North Station,C/E,Green,1869.0,1869.0,1869.0,1.0,particulates_off_peak_small
North Station,Orange,Orange,4822.0,4822.0,4822.0,0.0,particulates_off_peak_small
North Station,Orange,Orange,1704.666666666667,2003.4848945801148,1405.8484387532187,1.0,particulates_off_peak_small
Northeastern,E,Green,924.0,924.0,924.0,1.0,particulates_off_peak_small
Oak Grove,Orange,Orange,628.0,950.8456803696364,305.15431963036383,1.0,particulates_off_peak_small
Orient Heights,Blue,Blue,1457.0,1457.0,1457.0,0.0,particulates_off_peak_small
Orient Heights,Blue,Blue,403.0,403.0,403.0,1.0,particulates_off_peak_small
Packards Corner,B,Green,175.0,175.0,175.0,0.0,particulates_off_peak_small
Park Street,Ashmont/Braintree,Red,8342.2,9541.405236813116,7142.9947631868845,0.0,particulates_off_peak_small
Park Street,Ashmont/Braintree,Red,5756.333333333332,9957.64340679058,1555.0232598760867,1.0,particulates_off_peak_small
Park Street,B/C/D/E,Green,2418.5714285714284,2781.279234361368,2055.863622781489,0.0,particulates_off_peak_small
Park Street,B/C/D/E,Green,3943.0,4784.316824983312,3101.6831750166884,1.0,particulates_off_peak_small
Pleasant Street,B,Green,331.6666666666667,445.13178612341136,218.20154720992204,0.0,particulates_off_peak_small
Pleasant Street,B,Green,212.5,224.5208152801713,200.47918471982868,1.0,particulates_off_peak_small
Porter,Ashmont/Braintree,Red,5969.0,5969.0,5969.0,0.0,particulates_off_peak_small
Porter,Ashmont/Braintree,Red,8147.0,8147.0,8147.0,1.0,particulates_off_peak_small
Prudential,E,Green,597.3333333333334,936.9346682345183,257.7319984321485,0.0,particulates_off_peak_small
Prudential,E,Green,3896.666666666666,4752.877115874881,3040.456217458452,1.0,particulates_off_peak_small
Quincy Adams,Braintree,Red,553.0,553.0,553.0,0.0,particulates_off_peak_small
Quincy Adams,Braintree,Red,703.0,703.0,703.0,1.0,particulates_off_peak_small
Quincy Center,Braintree,Red,692.0,692.0,692.0,1.0,particulates_off_peak_small
Reservoir,D,Green,412.5,489.57463914933373,335.4253608506663,0.0,particulates_off_peak_small
Revere Beach,Blue,Blue,731.0,731.0,731.0,0.0,particulates_off_peak_small
Revere Beach,Blue,Blue,1082.0,1082.0,1082.0,1.0,particulates_off_peak_small
Riverside,D,Green,1300.6666666666667,1395.8419435684616,1205.4913897648719,0.0,particulates_off_peak_small
Riverway,E,Green,247.0,247.0,247.0,0.0,particulates_off_peak_small
Riverway,E,Green,920.0,920.0,920.0,1.0,particulates_off_peak_small
Roxbury Crossing,Orange,Orange,915.0,915.0,915.0,0.0,particulates_off_peak_small
Roxbury Crossing,Orange,Orange,1131.3333333333333,1324.326424746817,938.3402419198494,1.0,particulates_off_peak_small
Ruggles,Orange,Orange,1454.0,1454.0,1454.0,0.0,particulates_off_peak_small
Ruggles,Orange,Orange,1475.0,1663.8888562091477,1286.1111437908526,1.0,particulates_off_peak_small
Saint Marys Street,C,Green,443.66666666666674,510.3324999947917,377.0008333385417,0.0,particulates_off_peak_small
Saint Marys Street,C,Green,1325.0,1325.0,1325.0,1.0,particulates_off_peak_small
Saint Paul Street B,B,Green,244.0,244.0,244.0,1.0,particulates_off_peak_small
Saint Paul Street C,C,Green,500.0,516.9705627484772,483.0294372515229,0.0,particulates_off_peak_small
Saint Paul Street C,C,Green,1247.5,2015.509331540531,479.49066845946885,1.0,particulates_off_peak_small
Savin Hill,Ashmont,Red,2093.0,2579.4894654563445,1606.5105345436555,0.0,particulates_off_peak_small
Savin Hill,Ashmont,Red,5360.0,7567.5873708644,3152.4126291355988,1.0,particulates_off_peak_small
Science Park,E,Green,1639.0,1639.0,1639.0,0.0,particulates_off_peak_small
Science Park,E,Green,334.0,334.0,334.0,1.0,particulates_off_peak_small
Shawmut,Ashmont,Red,2095.0,2346.7300141024107,1843.269985897589,0.0,particulates_off_peak_small
Shawmut,Ashmont,Red,1987.0,1987.0,1987.0,1.0,particulates_off_peak_small
South Station,Ashmont/Braintree,Red,8373.0,8373.0,8373.0,0.0,particulates_off_peak_small
South Station,Ashmont/Braintree,Red,7334.0,7334.0,7334.0,1.0,particulates_off_peak_small
South Street,B,Green,240.0,240.0,240.0,1.0,particulates_off_peak_small
State,Blue,Blue,4044.2,6690.418471706371,1397.9815282936293,0.0,particulates_off_peak_small
State,Blue,Blue,7932.0,7932.0,7932.0,1.0,particulates_off_peak_small
State,Orange,Orange,4607.0,4607.0,4607.0,0.0,particulates_off_peak_small
State,Orange,Orange,4368.5,4397.49137802865,4339.50862197135,1.0,particulates_off_peak_small
Stony Brook,Orange,Orange,1371.5,1556.054869889689,1186.945130110311,1.0,particulates_off_peak_small
Suffolk Downs,Blue,Blue,801.0,801.0,801.0,0.0,particulates_off_peak_small
Suffolk Downs,Blue,Blue,1276.0,1276.0,1276.0,1.0,particulates_off_peak_small
Sullivan Square,Orange,Orange,2553.0,2564.313708498985,2541.686291501015,0.0,particulates_off_peak_small
Sullivan Square,Orange,Orange,1208.4,2135.3896439550986,281.41035604490173,1.0,particulates_off_peak_small
Summit Ave/Winchester St,C,Green,386.0,386.0,386.0,0.0,particulates_off_peak_small
Sutherland Road,B,Green,137.0,137.0,137.0,1.0,particulates_off_peak_small
Symphony,E,Green,329.0,329.0,329.0,0.0,particulates_off_peak_small
Tufts Medical Center,Orange,Orange,2943.0,3846.1566862953523,2039.8433137046488,0.0,particulates_off_peak_small
Tufts Medical Center,Orange,Orange,4982.5,6090.53632611932,3874.46367388068,1.0,particulates_off_peak_small
Waban,D,Green,452.0,531.1959594928933,372.8040405071066,0.0,particulates_off_peak_small
Waban,D,Green,951.0,951.0,951.0,1.0,particulates_off_peak_small
Warren Street,B,Green,322.0,322.0,322.0,0.0,particulates_off_peak_small
Warren Street,B,Green,220.0,220.0,220.0,1.0,particulates_off_peak_small
Washington Square,C,Green,675.75,1309.4593839713384,42.040616028661596,1.0,particulates_off_peak_small
Washington Street,B,Green,187.0,196.89949493661166,177.10050506338834,1.0,particulates_off_peak_small
Wellington,Orange,Orange,940.5,1256.576731190387,624.4232688096133,0.0,particulates_off_peak_small
Wellington,Orange,Orange,1131.5,1975.0783899555515,287.9216100444488,1.0,particulates_off_peak_small
Wollaston,Braintree,Red,764.0,764.0,764.0,0.0,particulates_off_peak_small
Wollaston,Braintree,Red,976.5,1070.5452018978108,882.4547981021892,1.0,particulates_off_peak_small
Wonderland,Blue,Blue,349.0,395.0325971459356,302.96740285406435,1.0,particulates_off_peak_small
Wood Island,Blue,Blue,933.0,1345.9503602129437,520.0496397870563,1.0,particulates_off_peak_small
Woodland,D,Green,692.0,692.0,692.0,0.0,particulates_off_peak_small
Airport,Blue,Blue,54.33333333333334,105.16967204230544,3.4969946243612497,,particulates_rush_hour_large
Alewife,Ashmont/Braintree,Red,580.5,692.929978208661,468.07002179133895,,particulates_rush_hour_large
Andrew,Ashmont/Braintree,Red,1671.0,1671.0,1671.0,,particulates_rush_hour_large
Aquarium,Blue,Blue,228.5,287.1898628384834,169.81013716151656,,particulates_rush_hour_large
Ashmont,Ashmont,Red,112.66666666666669,158.01347838847718,67.31985494485613,,particulates_rush_hour_large
Assembly,Orange,Orange,81.0,81.0,81.0,,particulates_rush_hour_large
Babcock Street,B,Green,16.0,16.0,16.0,,particulates_rush_hour_large
Back Bay,Orange,Orange,204.5,275.9177848998413,133.08221510015872,,particulates_rush_hour_large
Beachmont,Blue,Blue,16.666666666666668,20.45260556386685,12.880727769466484,,particulates_rush_hour_large
Blandford Street,B,Green,347.0,347.0,347.0,,particulates_rush_hour_large
Boston College,B,Green,13.157894736842106,17.49831641139684,8.81747306228737,,particulates_rush_hour_large
Boston University Central,B,Green,76.2,124.95243583658156,27.447564163418466,,particulates_rush_hour_large
Boston University West,B,Green,34.5,45.46965511460289,23.530344885397113,,particulates_rush_hour_large
Brigham Circle,E,Green,15.5,19.035533905932734,11.96446609406726,,particulates_rush_hour_large
Broadway,Ashmont/Braintree,Red,1290.6666666666667,2024.401677870757,556.9316554625764,,particulates_rush_hour_large
Central,Ashmont/Braintree,Red,504.5,587.2314933988259,421.768506601174,,particulates_rush_hour_large
Chestnut Hill Avenue,B,Green,8.0,8.0,8.0,,particulates_rush_hour_large
Chinatown,Orange,Orange,118.0,118.0,118.0,,particulates_rush_hour_large
Cleveland Circle,C,Green,16.0,16.0,16.0,,particulates_rush_hour_large
Community College,Orange,Orange,82.0,82.0,82.0,,particulates_rush_hour_large
Coolidge Corner,C,Green,27.0,48.86080366414065,5.139196335859348,,particulates_rush_hour_large
Copley,B/C/D/E,Green,179.88888888888889,394.84146763850777,-35.063689860729994,,particulates_rush_hour_large
Davis,Ashmont/Braintree,Red,644.0,834.9188309203678,453.08116907963216,,particulates_rush_hour_large
Dean Road,C,Green,11.0,11.0,11.0,,particulates_rush_hour_large
Downtown Crossing,Ashmont/Braintree,Red,1206.0,1206.0,1206.0,,particulates_rush_hour_large
Downtown Crossing,Orange,Orange,305.0,597.7422074112308,12.257792588769348,,particulates_rush_hour_large
Englewood Avenue,C,Green,7.0,7.0,7.0,,particulates_rush_hour_large
Fenwood Road,E,Green,15.5,26.10660171779821,4.893398282201788,,particulates_rush_hour_large
Government Center,B/C/D/E,Green,74.0,74.0,74.0,,particulates_rush_hour_large
Government Center,Blue,Blue,122.8181818181818,226.3013381111923,19.33502552517132,,particulates_rush_hour_large
Green Street,Orange,Orange,72.0,113.01219330881977,30.98780669118025,,particulates_rush_hour_large
Griggs Street,B,Green,17.0,17.0,17.0,,particulates_rush_hour_large
Harvard,Ashmont/Braintree,Red,599.0,733.350288425444,464.64971157455597,,particulates_rush_hour_large
Harvard Avenue,B,Green,18.0,18.0,18.0,,particulates_rush_hour_large
Hawes Street,C,Green,11.0,11.0,11.0,,particulates_rush_hour_large
Haymarket,Orange,Orange,303.0,303.0,303.0,,particulates_rush_hour_large
Hynes Convention Center,B/C/D,Green,171.5,346.43713156445665,-3.4371315644565925,,particulates_rush_hour_large
JFK/UMass,Ashmont/Braintree,Red,119.0,119.0,119.0,,particulates_rush_hour_large
Kendall/MIT,Ashmont/Braintree,Red,251.0,251.0,251.0,,particulates_rush_hour_large
Kenmore,B/C/D,Green,453.0,453.0,453.0,,particulates_rush_hour_large
Lechmere,E,Green,33.666666666666664,42.171567214782044,25.161766118551284,,particulates_rush_hour_large
Longwood Medical Area,E,Green,18.666666666666668,25.173073765314374,12.160259568018956,,particulates_rush_hour_large
Malden Center,Orange,Orange,39.5,44.44974746830582,34.55025253169418,,particulates_rush_hour_large
Massachusetts Ave,Orange,Orange,70.71428571428571,99.70114644873048,41.727424979840954,,particulates_rush_hour_large
Maverick,Blue,Blue,132.66666666666666,285.3962752346628,-20.062941901329513,,particulates_rush_hour_large
Mission Park,E,Green,9.0,9.0,9.0,,particulates_rush_hour_large
Museum Of Fine Arts,E,Green,6.0,6.0,6.0,,particulates_rush_hour_large
North Station,C/E,Green,65.0,124.39696961966999,5.603030380330011,,particulates_rush_hour_large
North Station,Orange,Orange,393.0,757.8670990922584,28.13290090774149,,particulates_rush_hour_large
Northeastern,E,Green,66.0,66.0,66.0,,particulates_rush_hour_large
Oak Grove,Orange,Orange,48.33333333333334,54.68418629441922,41.98248037224745,,particulates_rush_hour_large
Orient Heights,Blue,Blue,20.0,21.414213562373096,18.585786437626904,,particulates_rush_hour_large
Packards Corner,B,Green,25.5,31.850852961085888,19.14914703891412,,particulates_rush_hour_large
Park Street,Ashmont/Braintree,Red,582.5,791.0965004500314,373.9034995499685,,particulates_rush_hour_large
Park Street,B/C/D/E,Green,45.0,45.0,45.0,,particulates_rush_hour_large
Pleasant Street,B,Green,15.0,15.0,15.0,,particulates_rush_hour_large
Porter,Ashmont/Braintree,Red,712.0,712.0,712.0,,particulates_rush_hour_large
