STATION,ROUTE,LINE,center,upper,lower,DIRECTION,quantity
Prudential,E,Green,136.5,265.90054095713816,7.09945904286181,,particulates_rush_hour_large
Revere Beach,Blue,Blue,25.5,30.449747468305837,20.55025253169417,,particulates_rush_hour_large
Riverway,E,Green,8.0,8.0,8.0,,particulates_rush_hour_large
Roxbury Crossing,Orange,Orange,76.0,76.0,76.0,,particulates_rush_hour_large
Ruggles,Orange,Orange,63.5,69.86396103067892,57.13603896932107,,particulates_rush_hour_large
Saint Marys Street,C,Green,9.0,9.0,9.0,,particulates_rush_hour_large
Saint Paul Street C,C,Green,5.0,5.0,5.0,,particulates_rush_hour_large
Savin Hill,Ashmont,Red,341.0,341.0,341.0,,particulates_rush_hour_large
Science Park,E,Green,8.0,8.0,8.0,,particulates_rush_hour_large
South Station,Ashmont/Braintree,Red,990.6666666666665,1384.486845597779,596.8464877355543,,particulates_rush_hour_large
South Street,B,Green,14.0,14.0,14.0,,particulates_rush_hour_large
State,Blue,Blue,266.0,266.0,266.0,,particulates_rush_hour_large
State,Orange,Orange,497.0,497.0,497.0,,particulates_rush_hour_large
Sullivan Square,Orange,Orange,188.0,188.0,188.0,,particulates_rush_hour_large
Symphony,E,Green,92.5,197.85891039679558,-12.858910396795581,,particulates_rush_hour_large
Tappan Street,C,Green,13.0,13.0,13.0,,particulates_rush_hour_large
Tufts Medical Center,Orange,Orange,92.0,92.0,92.0,,particulates_rush_hour_large
Warren Street,B,Green,14.333333333333336,17.94811778979359,10.718548876873076,,particulates_rush_hour_large
Washington Square,C,Green,10.5,15.696152422706632,5.303847577293368,,particulates_rush_hour_large
Wellington,Orange,Orange,77.25,101.39366721661536,53.10633278338466,,particulates_rush_hour_large
Wood Island,Blue,Blue,56.0,115.39696961966999,-3.396969619669989,,particulates_rush_hour_large
Airport,Blue,Blue,112.0,112.0,112.0,0.0,particulates_rush_hour_large
Airport,Blue,Blue,25.5,38.935028842544405,12.064971157455595,1.0,particulates_rush_hour_large
Alewife,Ashmont/Braintree,Red,580.5,692.929978208661,468.07002179133895,1.0,particulates_rush_hour_large
Andrew,Ashmont/Braintree,Red,1671.0,1671.0,1671.0,1.0,particulates_rush_hour_large
Aquarium,Blue,Blue,228.5,287.1898628384834,169.81013716151656,1.0,particulates_rush_hour_large
Ashmont,Ashmont,Red,112.66666666666669,158.01347838847718,67.31985494485613,0.0,particulates_rush_hour_large
Assembly,Orange,Orange,81.0,81.0,81.0,0.0,particulates_rush_hour_large
Babcock Street,B,Green,16.0,16.0,16.0,0.0,particulates_rush_hour_large
Back Bay,Orange,Orange,154.0,154.0,154.0,0.0,particulates_rush_hour_large
Back Bay,Orange,Orange,255.0,255.0,255.0,1.0,particulates_rush_hour_large
Beachmont,Blue,Blue,14.5,15.207106781186548,13.792893218813452,0.0,particulates_rush_hour_large
Beachmont,Blue,Blue,21.0,21.0,21.0,1.0,particulates_rush_hour_large
Blandford Street,B,Green,347.0,347.0,347.0,1.0,particulates_rush_hour_large
Boston College,B,Green,13.157894736842106,17.49831641139684,8.81747306228737,0.0,particulates_rush_hour_large
Boston University Central,B,Green,77.0,128.47472252303578,25.52527747696419,0.0,particulates_rush_hour_large
Boston University Central,B,Green,69.0,69.0,69.0,1.0,particulates_rush_hour_large
Boston University West,B,Green,25.0,25.0,25.0,0.0,particulates_rush_hour_large
Boston University West,B,Green,44.0,44.0,44.0,1.0,particulates_rush_hour_large
Brigham Circle,E,Green,13.0,13.0,13.0,0.0,particulates_rush_hour_large
Brigham Circle,E,Green,18.0,18.0,18.0,1.0,particulates_rush_hour_large
Broadway,Ashmont/Braintree,Red,1290.6666666666667,2024.401677870757,556.9316554625764,0.0,particulates_rush_hour_large
Central,Ashmont/Braintree,Red,446.0,446.0,446.0,0.0,particulates_rush_hour_large
Central,Ashmont/Braintree,Red,563.0,563.0,563.0,1.0,particulates_rush_hour_large
Chestnut Hill Avenue,B,Green,8.0,8.0,8.0,0.0,particulates_rush_hour_large
Chinatown,Orange,Orange,118.0,118.0,118.0,0.0,particulates_rush_hour_large
Cleveland Circle,C,Green,16.0,16.0,16.0,0.0,particulates_rush_hour_large
Community College,Orange,Orange,82.0,82.0,82.0,1.0,particulates_rush_hour_large
Coolidge Corner,C,Green,8.0,8.0,8.0,0.0,particulates_rush_hour_large
Coolidge Corner,C,Green,29.11111111111111,51.17755859536112,7.044663626861105,1.0,particulates_rush_hour_large
Copley,B/C/D/E,Green,38.5,46.005553499465144,30.994446500534863,0.0,particulates_rush_hour_large
Copley,B/C/D/E,Green,293.0,530.4521004329083,55.54789956709163,1.0,particulates_rush_hour_large
Davis,Ashmont/Braintree,Red,509.0,509.0,509.0,0.0,particulates_rush_hour_large
Davis,Ashmont/Braintree,Red,779.0,779.0,779.0,1.0,particulates_rush_hour_large
Dean Road,C,Green,11.0,11.0,11.0,1.0,particulates_rush_hour_large
Downtown Crossing,Ashmont/Braintree,Red,1206.0,1206.0,1206.0,0.0,particulates_rush_hour_large
Downtown Crossing,Orange,Orange,98.0,98.0,98.0,0.0,particulates_rush_hour_large
Downtown Crossing,Orange,Orange,512.0,512.0,512.0,1.0,particulates_rush_hour_large
Englewood Avenue,C,Green,7.0,7.0,7.0,0.0,particulates_rush_hour_large
Fenwood Road,E,Green,8.0,8.0,8.0,0.0,particulates_rush_hour_large
Fenwood Road,E,Green,23.0,23.0,23.0,1.0,particulates_rush_hour_large
Government Center,B/C/D/E,Green,74.0,74.0,74.0,1.0,particulates_rush_hour_large
Government Center,Blue,Blue,307.0,307.0,307.0,0.0,particulates_rush_hour_large
Government Center,Blue,Blue,104.4,192.44821911253453,16.35178088746548,1.0,particulates_rush_hour_large
Green Street,Orange,Orange,43.0,43.0,43.0,0.0,particulates_rush_hour_large
Green Street,Orange,Orange,101.0,101.0,101.0,1.0,particulates_rush_hour_large
Griggs Street,B,Green,17.0,17.0,17.0,0.0,particulates_rush_hour_large
Harvard,Ashmont/Braintree,Red,504.0,504.0,504.0,0.0,particulates_rush_hour_large
Harvard,Ashmont/Braintree,Red,694.0,694.0,694.0,1.0,particulates_rush_hour_large
Harvard Avenue,B,Green,18.0,18.0,18.0,0.0,particulates_rush_hour_large
Hawes Street,C,Green,11.0,11.0,11.0,0.0,particulates_rush_hour_large
Haymarket,Orange,Orange,303.0,303.0,303.0,0.0,particulates_rush_hour_large
Hynes Convention Center,B/C/D,Green,171.5,346.43713156445665,-3.4371315644565925,0.0,particulates_rush_hour_large
JFK/UMass,Ashmont/Braintree,Red,119.0,119.0,119.0,0.0,particulates_rush_hour_large
Kendall/MIT,Ashmont/Braintree,Red,251.0,251.0,251.0,0.0,particulates_rush_hour_large
Kenmore,B/C/D,Green,453.0,453.0,453.0,1.0,particulates_rush_hour_large
Lechmere,E,Green,33.666666666666664,42.171567214782044,25.161766118551284,1.0,particulates_rush_hour_large
Longwood Medical Area,E,Green,19.0,19.0,19.0,0.0,particulates_rush_hour_large
Longwood Medical Area,E,Green,18.5,27.69238815542512,9.307611844574883,1.0,particulates_rush_hour_large
Malden Center,Orange,Orange,43.0,43.0,43.0,0.0,particulates_rush_hour_large
Malden Center,Orange,Orange,36.0,36.0,36.0,1.0,particulates_rush_hour_large
Massachusetts Ave,Orange,Orange,70.71428571428571,99.70114644873048,41.727424979840954,0.0,particulates_rush_hour_large
Maverick,Blue,Blue,309.0,309.0,309.0,0.0,particulates_rush_hour_large
Maverick,Blue,Blue,44.5,48.03553390593274,40.96446609406726,1.0,particulates_rush_hour_large
Mission Park,E,Green,9.0,9.0,9.0,0.0,particulates_rush_hour_large
Museum Of Fine Arts,E,Green,6.0,6.0,6.0,0.0,particulates_rush_hour_large
North Station,C/E,Green,107.0,107.0,107.0,0.0,particulates_rush_hour_large
North Station,C/E,Green,23.0,23.0,23.0,1.0,particulates_rush_hour_large
North Station,Orange,Orange,651.0,651.0,651.0,0.0,particulates_rush_hour_large
North Station,Orange,Orange,135.0,135.0,135.0,1.0,particulates_rush_hour_large
Northeastern,E,Green,66.0,66.0,66.0,1.0,particulates_rush_hour_large
Oak Grove,Orange,Orange,48.33333333333334,54.68418629441922,41.98248037224745,1.0,particulates_rush_hour_large
Orient Heights,Blue,Blue,21.0,21.0,21.0,0.0,particulates_rush_hour_large
Orient Heights,Blue,Blue,19.0,19.0,19.0,1.0,particulates_rush_hour_large
Packards Corner,B,Green,25.5,31.850852961085888,19.14914703891412,0.0,particulates_rush_hour_large
Park Street,Ashmont/Braintree,Red,730.0,730.0,730.0,0.0,particulates_rush_hour_large
Park Street,Ashmont/Braintree,Red,435.0,435.0,435.0,1.0,particulates_rush_hour_large
Park Street,B/C/D/E,Green,45.0,45.0,45.0,1.0,particulates_rush_hour_large
Pleasant Street,B,Green,15.0,15.0,15.0,0.0,particulates_rush_hour_large
Porter,Ashmont/Braintree,Red,712.0,712.0,712.0,1.0,particulates_rush_hour_large
Prudential,E,Green,45.0,45.0,45.0,0.0,particulates_rush_hour_large
Prudential,E,Green,228.0,228.0,228.0,1.0,particulates_rush_hour_large
Revere Beach,Blue,Blue,22.0,22.0,22.0,0.0,particulates_rush_hour_large
Revere Beach,Blue,Blue,29.0,29.0,29.0,1.0,particulates_rush_hour_large
Riverway,E,Green,8.0,8.0,8.0,1.0,particulates_rush_hour_large
Roxbury Crossing,Orange,Orange,76.0,76.0,76.0,0.0,particulates_rush_hour_large
Ruggles,Orange,Orange,59.0,59.0,59.0,0.0,particulates_rush_hour_large
Ruggles,Orange,Orange,68.0,68.0,68.0,1.0,particulates_rush_hour_large
Saint Marys Street,C,Green,9.0,9.0,9.0,0.0,particulates_rush_hour_large
Saint Paul Street C,C,Green,5.0,5.0,5.0,0.0,particulates_rush_hour_large
Savin Hill,Ashmont,Red,341.0,341.0,341.0,0.0,particulates_rush_hour_large
Science Park,E,Green,8.0,8.0,8.0,1.0,particulates_rush_hour_large
South Station,Ashmont/Braintree,Red,1194.5,1441.2802666341051,947.7197333658947,0.0,particulates_rush_hour_large
South Station,Ashmont/Braintree,Red,583.0,583.0,583.0,1.0,particulates_rush_hour_large
South Street,B,Green,14.0,14.0,14.0,1.0,particulates_rush_hour_large
State,Blue,Blue,266.0,266.0,266.0,1.0,particulates_rush_hour_large
State,Orange,Orange,497.0,497.0,497.0,1.0,particulates_rush_hour_large
Sullivan Square,Orange,Orange,188.0,188.0,188.0,0.0,particulates_rush_hour_large
Symphony,E,Green,18.0,18.0,18.0,0.0,particulates_rush_hour_large
Symphony,E,Green,167.0,167.0,167.0,1.0,particulates_rush_hour_large
Tappan Street,C,Green,13.0,13.0,13.0,0.0,particulates_rush_hour_large
Tufts Medical Center,Orange,Orange,92.0,92.0,92.0,0.0,particulates_rush_hour_large
Warren Street,B,Green,12.5,15.386751345948126,9.613248654051873,0.0,particulates_rush_hour_large
Warren Street,B,Green,18.0,18.0,18.0,1.0,particulates_rush_hour_large
Washington Square,C,Green,15.0,15.0,15.0,0.0,particulates_rush_hour_large
Washington Square,C,Green,6.0,6.0,6.0,1.0,particulates_rush_hour_large
Wellington,Orange,Orange,84.5,119.14823227814081,49.85176772185917,0.0,particulates_rush_hour_large
Wellington,Orange,Orange,70.0,88.38477631085024,51.61522368914977,1.0,particulates_rush_hour_large
Wood Island,Blue,Blue,98.0,98.0,98.0,0.0,particulates_rush_hour_large
Wood Island,Blue,Blue,14.0,14.0,14.0,1.0,particulates_rush_hour_large
Airport,Blue,Blue,85.75,175.48433010838158,-3.984330108381599,,particulates_off_peak_large
Alewife,Ashmont/Braintree,Red,117.4,143.19341001108617,91.60658998891384,,particulates_off_peak_large
Allston Street,B,Green,16.666666666666668,25.958239909844238,7.375093423489098,,particulates_off_peak_large
Andrew,Ashmont/Braintree,Red,128.0,276.492424049175,-20.492424049174982,,particulates_off_peak_large
Aquarium,Blue,Blue,107.0,162.64770136013408,51.35229863986594,,particulates_off_peak_large
Arlington,B/C/D/E,Green,142.8,181.59046274537081,104.00953725462921,,particulates_off_peak_large
Assembly,Orange,Orange,38.0,52.10673597966589,23.893264020334115,,particulates_off_peak_large
Babcock Street,B,Green,16.0,26.535653752852742,5.464346247147262,,particulates_off_peak_large
Back Bay,Orange,Orange,68.0,88.95232683975695,47.047673160243036,,particulates_off_peak_large
Beachmont,Blue,Blue,26.66666666666667,28.748332666132804,24.585000667200536,,particulates_off_peak_large
Beaconsfield,D,Green,4.0,4.0,4.0,,particulates_off_peak_large
Blandford Street,B,Green,56.0,108.32590180780451,3.67409819219548,,particulates_off_peak_large
Boston College,B,Green,19.25,56.7571421770003,-18.25714217700029,,particulates_off_peak_large
Boston University Central,B,Green,22.75,27.53713553878169,17.96286446121831,,particulates_off_peak_large
Boylston,B/C/D/E,Green,171.42857142857142,226.33715346227885,116.51998939486396,,particulates_off_peak_large
Braintree,Braintree,Red,20.0,24.242640687119284,15.757359312880714,,particulates_off_peak_large
Brandon Hall,C,Green,12.0,12.0,12.0,,particulates_off_peak_large
Brigham Circle,E,Green,11.111111111111109,17.43463292293205,4.787589299290173,,particulates_off_peak_large
Broadway,Ashmont/Braintree,Red,171.33333333333334,277.07988568060057,65.58678098606609,,particulates_off_peak_large
Brookline Hills,D,Green,4.0,4.0,4.0,,particulates_off_peak_large
Brookline Village,D,Green,13.5,19.86396103067893,7.136038969321072,,particulates_off_peak_large
Central,Ashmont/Braintree,Red,215.0,391.31505891443305,38.684941085566955,,particulates_off_peak_large
Charles/MGH,Ashmont/Braintree,Red,144.0,144.0,144.0,,particulates_off_peak_large
Chestnut Hill,D,Green,3.0,3.0,3.0,,particulates_off_peak_large
Chestnut Hill Avenue,B,Green,8.0,8.0,8.0,,particulates_off_peak_large
Chinatown,Orange,Orange,118.0,194.49182962905255,41.508170370947454,,particulates_off_peak_large
Chiswick Road,B,Green,16.333333333333332,27.923559100475806,4.743107566190859,,particulates_off_peak_large
Cleveland Circle,C,Green,16.25,27.154891868637055,5.345108131362941,,particulates_off_peak_large
Community College,Orange,Orange,213.0,338.86500705120545,87.13499294879456,,particulates_off_peak_large
Coolidge Corner,C,Green,8.333333333333334,11.220084679281463,5.446581987385205,,particulates_off_peak_large
Copley,B/C/D/E,Green,151.7,246.3878497426617,57.012150257338234,,particulates_off_peak_large
Davis,Ashmont/Braintree,Red,173.0,198.4558441227157,147.54415587728428,,particulates_off_peak_large
Dean Road,C,Green,2.0,2.0,2.0,,particulates_off_peak_large
Downtown Crossing,Ashmont/Braintree,Red,206.0,206.0,206.0,,particulates_off_peak_large
Downtown Crossing,Orange,Orange,159.83333333333334,256.8125407268085,62.85412593985818,,particulates_off_peak_large
Eliot,D,Green,12.333333333333336,24.430164874416043,0.23650179225063184,,particulates_off_peak_large
Englewood Avenue,C,Green,16.0,17.414213562373096,14.585786437626906,,particulates_off_peak_large
Fairbanks Street,C,Green,15.0,15.0,15.0,,particulates_off_peak_large
Fenway Park,D,Green,88.5,191.0304832720494,-14.030483272049393,,particulates_off_peak_large
Fields Corner,Ashmont,Red,130.0,270.5844941663198,-10.584494166319788,,particulates_off_peak_large
Forest Hills,Orange,Orange,57.14285714285714,84.54984269659613,29.735871589118165,,particulates_off_peak_large
Government Center,B/C/D/E,Green,96.1,139.20568407994472,52.994315920055286,,particulates_off_peak_large
Government Center,Blue,Blue,184.25,293.78043717007006,74.71956282992993,,particulates_off_peak_large
Green Street,Orange,Orange,51.66666666666666,68.31999466239573,35.0133386709376,,particulates_off_peak_large
Griggs Street,B,Green,50.0,50.0,50.0,,particulates_off_peak_large
Harvard,Ashmont/Braintree,Red,77.25,105.3732406857152,49.126759314284804,,particulates_off_peak_large
Harvard Avenue,B,Green,26.25,43.423137938847006,9.076862061152989,,particulates_off_peak_large
Hawes Street,C,Green,11.0,11.0,11.0,,particulates_off_peak_large
Haymarket,C/E,Green,30.0,48.86796226411321,11.132037735886794,,particulates_off_peak_large
Haymarket,Orange,Orange,178.0,238.06329994264385,117.93670005735615,,particulates_off_peak_large
Heath Street,E,Green,87.5,135.5634050925536,39.436594907446384,,particulates_off_peak_large
Hynes Convention Center,B/C/D,Green,242.33333333333331,424.79520149578906,59.87146517087771,,particulates_off_peak_large
JFK/UMass,Ashmont/Braintree,Red,116.0,212.98711254594602,19.01288745405398,,particulates_off_peak_large
Jackson Square,Orange,Orange,49.75,73.8106871611487,25.68931283885129,,particulates_off_peak_large
Kendall/MIT,Ashmont/Braintree,Red,58.0,58.0,58.0,,particulates_off_peak_large
Kenmore,B/C/D,Green,295.8333333333333,568.9907360641886,22.67593060247805,,particulates_off_peak_large
Lechmere,E,Green,31.33333333333333,63.858195618463256,-1.191528951796588,,particulates_off_peak_large
Longwood,D,Green,29.5,58.491378028648455,0.5086219713515518,,particulates_off_peak_large
Longwood Medical Area,E,Green,6.333333333333332,6.910683602522958,5.755983064143707,,particulates_off_peak_large
Malden Center,Orange,Orange,46.5,80.5925211740053,12.407478825994694,,particulates_off_peak_large
Massachusetts Ave,Orange,Orange,107.0,137.4138126514911,76.5861873485089,,particulates_off_peak_large
Maverick,Blue,Blue,127.6,221.0253712863909,34.174628713609074,,particulates_off_peak_large
Mission Park,E,Green,26.09090909090909,63.262012236913634,-11.080194055095458,,particulates_off_peak_large
Museum Of Fine Arts,E,Green,49.33333333333334,81.66494840795238,17.00171825871429,,particulates_off_peak_large
Newton Centre,D,Green,3.0,3.0,3.0,,particulates_off_peak_large
Newton Highlands,D,Green,4.0,4.0,4.0,,particulates_off_peak_large
North Quincy,Braintree,Red,17.666666666666668,22.798268106113554,12.535065227219784,,particulates_off_peak_large
North Station,C/E,Green,100.33333333333331,129.25160898501537,71.41505768165128,,particulates_off_peak_large
North Station,Orange,Orange,105.0,163.67992274477987,46.320077255220134,,particulates_off_peak_large
Northeastern,E,Green,18.0,18.0,18.0,,particulates_off_peak_large
Oak Grove,Orange,Orange,46.0,78.52691193458121,13.473088065418816,,particulates_off_peak_large
Orient Heights,Blue,Blue,16.0,28.72792206135785,3.272077938642145,,particulates_off_peak_large
Packards Corner,B,Green,5.0,5.0,5.0,,particulates_off_peak_large
Park Street,Ashmont/Braintree,Red,294.0,658.552955196988,-70.55295519698797,,particulates_off_peak_large
Park Street,B/C/D/E,Green,160.33333333333334,297.8260328640445,22.840633802622165,,particulates_off_peak_large
Pleasant Street,B,Green,17.2,28.65425685062108,5.745743149378918,,particulates_off_peak_large
Porter,Ashmont/Braintree,Red,164.5,214.70458146424488,114.29541853575512,,particulates_off_peak_large
Prudential,E,Green,61.444444444444436,131.93754891415676,-9.048660025267893,,particulates_off_peak_large
Quincy Adams,Braintree,Red,25.0,34.899494936611674,15.100505063388336,,particulates_off_peak_large
Quincy Center,Braintree,Red,22.0,22.0,22.0,,particulates_off_peak_large
Reservoir,D,Green,9.0,18.89949493661167,-0.8994949366116654,,particulates_off_peak_large
Revere Beach,Blue,Blue,31.5,47.763455967290604,15.236544032709407,,particulates_off_peak_large
Riverside,D,Green,36.0,41.29150262212918,30.70849737787082,,particulates_off_peak_large
Riverway,E,Green,24.33333333333333,42.80854194740136,5.858124719265305,,particulates_off_peak_large
Roxbury Crossing,Orange,Orange,33.5,44.7101144805335,22.28988551946651,,particulates_off_peak_large
Ruggles,Orange,Orange,52.0,59.0237691685685,44.9762308314315,,particulates_off_peak_large
Saint Marys Street,C,Green,18.25,39.48479848424907,-2.9847984842490725,,particulates_off_peak_large
Saint Paul Street B,B,Green,7.0,7.0,7.0,,particulates_off_peak_large
Saint Paul Street C,C,Green,55.83333333333334,110.47184234178512,1.1948243248815515,,particulates_off_peak_large
Savin Hill,Ashmont,Red,138.0,244.6302021005306,31.369797899469404,,particulates_off_peak_large
Science Park,E,Green,16.0,28.72792206135785,3.272077938642145,,particulates_off_peak_large
Shawmut,Ashmont,Red,50.0,62.2882057274445,37.711794272555494,,particulates_off_peak_large
South Station,Ashmont/Braintree,Red,205.0,247.42640687119285,162.57359312880718,,particulates_off_peak_large
South Street,B,Green,5.0,5.0,5.0,,particulates_off_peak_large
State,Blue,Blue,250.33333333333331,520.8695909156891,-20.20292424902229,,particulates_off_peak_large
State,Orange,Orange,147.0,187.14971979976943,106.85028020023054,,particulates_off_peak_large
Stony Brook,Orange,Orange,58.0,79.21320343559644,36.78679656440357,,particulates_off_peak_large
Suffolk Downs,Blue,Blue,36.0,65.698484809835,6.301515190165006,,particulates_off_peak_large
Sullivan Square,Orange,Orange,94.0,177.49850298059243,10.501497019407594,,particulates_off_peak_large
Summit Ave/Winchester St,C,Green,16.0,16.0,16.0,,particulates_off_peak_large
Sutherland Road,B,Green,12.0,12.0,12.0,,particulates_off_peak_large
Symphony,E,Green,2.0,2.0,2.0,,particulates_off_peak_large
Tufts Medical Center,Orange,Orange,110.0,151.04266073246225,68.95733926753773,,particulates_off_peak_large
Waban,D,Green,15.666666666666664,33.452428762605464,-2.119095429272134,,particulates_off_peak_large
Warren Street,B,Green,16.5,18.62132034355964,14.378679656440358,,particulates_off_peak_large
Washington Square,C,Green,49.25,125.08040287378144,-26.58040287378144,,particulates_off_peak_large
Washington Street,B,Green,17.5,18.207106781186546,16.792893218813454,,particulates_off_peak_large
Wellington,Orange,Orange,52.0,91.99166579843022,12.00833420156978,,particulates_off_peak_large
Wollaston,Braintree,Red,18.33333333333333,19.860858564985282,16.805808101681386,,particulates_off_peak_large
Wonderland,Blue,Blue,11.666666666666664,15.17855125095091,8.15478208238242,,particulates_off_peak_large
Wood Island,Blue,Blue,26.5,48.42031021678297,4.579689783217027,,particulates_off_peak_large
Woodland,D,Green,15.0,15.0,15.0,,particulates_off_peak_large
Airport,Blue,Blue,85.75,175.48433010838158,-3.984330108381599,0.0,particulates_off_peak_large
Alewife,Ashmont/Braintree,Red,117.4,143.19341001108617,91.60658998891384,0.0,particulates_off_peak_large
Allston Street,B,Green,9.0,9.0,9.0,0.0,particulates_off_peak_large
Allston Street,B,Green,20.5,29.69238815542512,11.307611844574886,1.0,particulates_off_peak_large
Andrew,Ashmont/Braintree,Red,23.0,23.0,23.0,0.0,particulates_off_peak_large
Andrew,Ashmont/Braintree,Red,233.0,233.0,233.0,1.0,particulates_off_peak_large
Aquarium,Blue,Blue,80.0,96.46207763315434,63.53792236684568,0.0,particulates_off_peak_large
Aquarium,Blue,Blue,188.0,188.0,188.0,1.0,particulates_off_peak_large
Arlington,B/C/D/E,Green,142.8,181.59046274537081,104.00953725462921,0.0,particulates_off_peak_large
Assembly,Orange,Orange,44.5,56.5208152801713,32.479184719828694,0.0,particulates_off_peak_large
Assembly,Orange,Orange,25.0,25.0,25.0,1.0,particulates_off_peak_large
Babcock Street,B,Green,15.5,30.349242404917497,0.6507575950825029,0.0,particulates_off_peak_large
Babcock Street,B,Green,17.0,17.0,17.0,1.0,particulates_off_peak_large
Back Bay,Orange,Orange,45.0,45.0,45.0,0.0,particulates_off_peak_large
Back Bay,Orange,Orange,79.5,88.69238815542514,70.30761184457488,1.0,particulates_off_peak_large
Beachmont,Blue,Blue,29.0,29.0,29.0,0.0,particulates_off_peak_large
Beachmont,Blue,Blue,25.5,26.207106781186546,24.792893218813447,1.0,particulates_off_peak_large
Beaconsfield,D,Green,4.0,4.0,4.0,0.0,particulates_off_peak_large
Blandford Street,B,Green,19.0,19.0,19.0,0.0,particulates_off_peak_large
Blandford Street,B,Green,93.0,93.0,93.0,1.0,particulates_off_peak_large
Boston College,B,Green,19.25,56.7571421770003,-18.25714217700029,0.0,particulates_off_peak_large
Boston University Central,B,Green,24.5,29.449747468305837,19.55025253169417,0.0,particulates_off_peak_large
Boston University Central,B,Green,21.0,26.65685424949238,15.343145750507619,1.0,particulates_off_peak_large
Boylston,B/C/D/E,Green,171.42857142857142,226.33715346227885,116.51998939486396,0.0,particulates_off_peak_large
Braintree,Braintree,Red,20.0,24.242640687119284,15.757359312880714,0.0,particulates_off_peak_large
Brandon Hall,C,Green,12.0,12.0,12.0,1.0,particulates_off_peak_large
Brigham Circle,E,Green,11.428571428571427,18.058506869889392,4.79863598725347,0.0,particulates_off_peak_large
Brigham Circle,E,Green,10.0,15.830951894845299,4.169048105154698,1.0,particulates_off_peak_large
Broadway,Ashmont/Braintree,Red,70.0,70.0,70.0,0.0,particulates_off_peak_large
Broadway,Ashmont/Braintree,Red,222.0,305.4386001800126,138.5613998199874,1.0,particulates_off_peak_large
Brookline Hills,D,Green,4.0,4.0,4.0,0.0,particulates_off_peak_large
Brookline Village,D,Green,13.5,19.86396103067893,7.136038969321072,0.0,particulates_off_peak_large
Central,Ashmont/Braintree,Red,215.0,391.31505891443305,38.684941085566955,0.0,particulates_off_peak_large
Charles/MGH,Ashmont/Braintree,Red,144.0,144.0,144.0,1.0,particulates_off_peak_large
Chestnut Hill,D,Green,3.0,3.0,3.0,0.0,particulates_off_peak_large
Chestnut Hill Avenue,B,Green,8.0,8.0,8.0,1.0,particulates_off_peak_large
Chinatown,Orange,Orange,37.0,37.0,37.0,0.0,particulates_off_peak_large
Chinatown,Orange,Orange,158.5,201.6335136523794,115.36648634762061,1.0,particulates_off_peak_large
Chiswick Road,B,Green,3.0,3.0,3.0,0.0,particulates_off_peak_large
Chiswick Road,B,Green,23.0,24.414213562373096,21.585786437626904,1.0,particulates_off_peak_large
Cleveland Circle,C,Green,16.25,27.154891868637055,5.345108131362941,0.0,particulates_off_peak_large
Community College,Orange,Orange,213.0,338.86500705120545,87.13499294879456,0.0,particulates_off_peak_large
Coolidge Corner,C,Green,8.333333333333334,11.220084679281463,5.446581987385205,0.0,particulates_off_peak_large
Copley,B/C/D/E,Green,85.5,129.70746543288814,41.29253456711186,0.0,particulates_off_peak_large
Copley,B/C/D/E,Green,251.0,292.56921938165306,209.4307806183469,1.0,particulates_off_peak_large
Davis,Ashmont/Braintree,Red,155.0,155.0,155.0,0.0,particulates_off_peak_large
Davis,Ashmont/Braintree,Red,191.0,191.0,191.0,1.0,particulates_off_peak_large
Dean Road,C,Green,2.0,2.0,2.0,1.0,particulates_off_peak_large
Downtown Crossing,Ashmont/Braintree,Red,206.0,206.0,206.0,0.0,particulates_off_peak_large
Downtown Crossing,Orange,Orange,146.33333333333334,223.3549753135803,69.31169135308643,0.0,particulates_off_peak_large
Downtown Crossing,Orange,Orange,173.33333333333337,303.84514633634603,42.82152033032071,1.0,particulates_off_peak_large
Eliot,D,Green,5.5,9.03553390593274,1.9644660940672625,0.0,particulates_off_peak_large
Eliot,D,Green,26.0,26.0,26.0,1.0,particulates_off_peak_large
Englewood Avenue,C,Green,16.0,17.414213562373096,14.585786437626906,0.0,particulates_off_peak_large
Fairbanks Street,C,Green,15.0,15.0,15.0,0.0,particulates_off_peak_large
Fenway Park,D,Green,16.0,16.0,16.0,0.0,particulates_off_peak_large
Fenway Park,D,Green,161.0,161.0,161.0,1.0,particulates_off_peak_large
Fields Corner,Ashmont,Red,175.0,340.46298679765215,9.53701320234788,0.0,particulates_off_peak_large
Fields Corner,Ashmont,Red,40.0,40.0,40.0,1.0,particulates_off_peak_large
Forest Hills,Orange,Orange,57.14285714285714,84.54984269659613,29.735871589118165,0.0,particulates_off_peak_large
Government Center,B/C/D/E,Green,101.625,148.68404346062053,54.56595653937947,0.0,particulates_off_peak_large
Government Center,B/C/D/E,Green,74.0,74.0,74.0,1.0,particulates_off_peak_large
Government Center,Blue,Blue,109.0,109.0,109.0,0.0,particulates_off_peak_large
Government Center,Blue,Blue,209.33333333333331,328.58237246293527,90.08429420373142,1.0,particulates_off_peak_large
Green Street,Orange,Orange,65.0,65.0,65.0,0.0,particulates_off_peak_large
Green Street,Orange,Orange,45.0,61.97056274847714,28.02943725152286,1.0,particulates_off_peak_large
Griggs Street,B,Green,50.0,50.0,50.0,1.0,particulates_off_peak_large
Harvard,Ashmont/Braintree,Red,77.25,105.3732406857152,49.126759314284804,0.0,particulates_off_peak_large
